ip,sessions,login_failed,commands,dropper_pattern,direct_tcpip,command_failed_other,file_upload,failed_download,raw_total,final_score,risk
118.220.149.121,1,0,0,0,0,0,0,0,0,0,LOW
118.25.173.243,3,0,2,1,0,0,0,0,0,0,LOW
118.25.27.112,1,0,0,0,0,0,0,0,0,0,LOW
118.26.104.78,4,0,0,0,0,0,0,0,0,0,LOW
118.26.110.171,14,0,0,0,0,0,0,0,1,3,LOW
118.26.111.107,6,0,2,1,0,0,0,0,0,0,LOW
118.26.153.102,2,1,0,0,1,0,0,0,2,7,LOW
118.26.153.84,1,1,0,0,0,0,0,0,1,3,LOW
118.26.36.195,58,25,32,16,0,0,0,0,12,41,CRITICAL
118.26.36.248,6,1,4,2,0,0,0,0,3,10,MEDIUM
118.26.37.105,4,0,0,0,0,0,0,0,0,0,LOW
118.26.37.217,3,0,2,1,0,0,0,0,0,0,LOW
118.31.110.244,1,0,0,0,0,0,0,0,0,0,LOW
118.31.121.40,1,0,0,0,0,0,0,0,0,0,LOW
118.31.126.101,2,0,0,0,0,0,0,0,0,0,LOW
118.31.7.58,1,0,0,0,0,0,0,0,0,0,LOW
118.33.113.1,6,0,4,2,0,0,0,0,2,7,LOW
118.33.113.91,3,0,2,1,0,0,0,0,0,0,LOW
118.35.127.66,13,1,8,4,0,0,0,0,7,24,HIGH
118.37.92.184,2,0,18,0,0,2,0,0,4,14,MEDIUM
118.41.142.164,1,0,0,0,1,0,0,0,1,3,LOW
118.43.71.144,3,0,0,0,0,0,0,0,0,0,LOW
118.45.101.159,10,1,0,0,9,0,0,0,5,17,MEDIUM
118.70.176.2,4,0,0,0,0,0,0,0,0,0,LOW
118.80.234.62,1,0,0,0,0,0,1,0,2,7,LOW
118.91.176.244,2,0,0,0,1,0,0,0,1,3,LOW
118.99.102.162,3,1,2,1,0,0,0,0,1,3,LOW
118.99.114.224,3,0,2,1,0,0,0,0,0,0,LOW
118.99.118.56,3,0,0,0,1,0,0,0,1,3,LOW
119.1.156.50,1,0,0,0,0,0,1,0,2,7,LOW
119.148.49.82,15,0,0,0,0,0,0,0,1,3,LOW
119.148.8.66,1,0,0,0,0,0,0,0,0,0,LOW
119.152.102.54,16,1,0,0,11,0,0,0,6,21,HIGH
119.152.54.111,1,0,0,0,1,0,0,0,1,3,LOW
119.156.194.77,3,0,2,1,0,0,0,0,0,0,LOW
119.156.28.157,6,0,4,2,0,0,0,0,2,7,LOW
119.160.135.166,1,0,0,0,1,0,0,0,1,3,LOW
119.160.166.237,5,1,0,0,4,0,0,0,2,7,LOW
119.195.90.48,3,1,2,1,0,0,0,0,1,3,LOW
119.196.155.203,1,0,0,0,0,0,0,0,0,0,LOW
119.198.156.147,3,0,2,1,0,0,0,0,0,0,LOW
119.2.41.106,19,9,10,5,0,0,0,0,10,34,HIGH
119.200.229.33,7,0,0,0,7,0,0,0,3,10,MEDIUM
119.201.59.224,1,0,0,0,1,0,0,0,1,3,LOW
119.203.251.187,59,27,28,14,0,0,0,0,12,41,CRITICAL
119.205.179.217,9,0,6,3,0,0,0,0,4,14,MEDIUM
119.209.12.20,6,0,4,2,0,0,0,0,2,7,LOW
119.246.15.94,6,0,4,2,0,0,0,0,2,7,LOW
119.255.245.44,1,1,0,0,0,0,0,0,1,3,LOW
119.28.111.100,1,0,1,0,0,0,0,0,0,0,LOW
119.28.116.19,3,0,2,1,0,0,0,0,0,0,LOW
119.28.9.170,3,0,2,1,0,0,0,0,0,0,LOW
119.29.93.236,3,0,2,1,0,0,0,0,0,0,LOW
119.3.216.205,2,0,0,0,0,0,0,0,0,0,LOW
119.36.193.230,6,0,0,0,4,0,0,0,1,3,LOW
119.47.90.19,6,0,4,2,0,0,0,0,2,7,LOW
119.8.232.252,53,25,28,14,0,0,0,0,12,41,CRITICAL
119.91.51.59,1,0,0,0,0,0,0,0,0,0,LOW
119.92.251.145,6,0,4,2,0,0,0,0,2,7,LOW
119.92.70.82,6,0,4,2,0,0,0,0,2,7,LOW
119.92.76.210,10,3,0,0,6,0,0,0,5,17,MEDIUM
119.96.158.238,2,0,2,1,0,0,0,0,0,0,LOW
119.96.159.237,1,0,0,0,0,0,0,0,0,0,LOW
119.96.193.72,1,0,0,0,0,0,0,0,0,0,LOW
119.96.81.99,1,0,0,0,0,0,0,0,0,0,LOW
119.96.82.192,1,0,0,0,0,0,0,0,0,0,LOW
12.156.67.18,6,0,4,2,0,0,0,0,2,7,LOW
12.183.161.115,2,0,0,0,0,0,0,0,0,0,LOW
120.157.23.47,2,0,0,0,0,0,0,0,0,0,LOW
120.193.9.167,2,0,0,0,0,0,0,0,0,0,LOW
120.194.50.39,9,0,0,0,9,0,0,0,4,14,MEDIUM
120.196.66.80,5,3,2,1,0,0,0,0,2,7,LOW
120.198.138.185,10,0,0,0,8,0,0,0,4,14,MEDIUM
120.203.25.201,6,0,4,2,0,0,0,0,2,7,LOW
120.211.134.177,2,0,0,0,0,0,0,0,0,0,LOW
120.211.138.165,4,0,0,0,0,0,0,0,0,0,LOW
120.211.5.35,12,1,0,0,7,0,0,0,4,14,MEDIUM
120.224.15.67,5,0,0,0,3,0,0,0,1,3,LOW
120.231.191.37,3,0,2,1,0,0,0,0,0,0,LOW
120.231.73.84,2,0,0,0,2,0,0,0,1,3,LOW
120.234.195.41,8,1,0,0,6,0,0,0,4,14,MEDIUM
120.234.232.184,9,2,0,0,5,0,0,0,5,17,MEDIUM
120.241.117.94,3,0,2,1,0,0,0,0,0,0,LOW
120.241.79.66,5,0,0,0,0,0,0,0,0,0,LOW
120.26.185.176,1,0,0,0,0,0,0,0,0,0,LOW
120.26.35.116,1,0,0,0,0,0,0,0,0,0,LOW
120.28.109.188,51,25,26,13,0,0,0,0,12,41,CRITICAL
120.32.92.11,1,0,0,0,0,0,0,0,0,0,LOW
120.48.0.142,2,0,0,0,0,0,0,0,0,0,LOW
120.48.106.205,3,0,2,1,0,0,0,0,0,0,LOW
120.48.109.59,4,0,0,0,2,0,0,0,1,3,LOW
120.48.11.36,26,1,77,8,0,0,0,0,9,31,HIGH
120.48.111.113,3,0,2,1,0,0,0,0,0,0,LOW
120.48.112.118,1,0,0,0,0,0,0,0,0,0,LOW
120.48.123.76,3,0,2,1,0,0,0,0,0,0,LOW
120.48.13.223,2,0,2,1,0,0,0,0,0,0,LOW
120.48.135.189,1,0,0,0,0,0,0,0,0,0,LOW
120.48.135.32,1,0,0,0,0,0,0,0,0,0,LOW
120.48.135.8,2,0,0,0,0,0,0,0,0,0,LOW
120.48.137.21,2,0,2,0,0,2,0,0,2,7,LOW
120.48.139.244,1,0,0,0,0,0,0,0,0,0,LOW
120.48.147.81,1,0,0,0,0,0,0,0,0,0,LOW
120.48.15.138,2,0,0,0,0,0,0,0,0,0,LOW
120.48.170.9,1,0,0,0,0,0,1,0,2,7,LOW
120.48.181.192,5,0,2,1,0,0,0,0,0,0,LOW
120.48.20.189,1,0,0,0,0,0,0,0,0,0,LOW
120.48.22.219,1,0,0,0,0,0,0,0,0,0,LOW
120.48.32.130,3,0,0,0,0,0,0,0,0,0,LOW
120.48.34.72,1,0,0,0,0,0,0,0,0,0,LOW
120.48.35.140,1,0,0,0,0,0,1,0,2,7,LOW
120.48.36.106,2,0,0,0,0,0,2,0,4,14,MEDIUM
120.48.38.223,3,1,0,0,1,0,0,0,2,7,LOW
120.48.39.73,1,0,0,0,0,0,0,0,0,0,LOW
120.48.4.73,1,0,0,0,0,0,0,0,0,0,LOW
120.48.42.17,1,1,0,0,0,0,0,0,1,3,LOW
120.48.44.93,1,0,0,0,0,0,0,0,0,0,LOW
120.48.50.133,2,0,0,0,0,0,0,0,0,0,LOW
120.48.52.58,3,0,1,0,0,1,0,0,2,7,LOW
120.48.53.149,3,0,1,0,0,0,0,0,0,0,LOW
120.48.60.18,2,0,0,0,0,0,0,0,0,0,LOW
120.48.76.190,1,0,0,0,0,0,0,0,0,0,LOW
120.48.78.222,3,0,0,0,0,0,0,0,0,0,LOW
120.48.80.70,3,0,2,1,0,0,0,0,0,0,LOW
120.48.88.69,2,0,1,0,0,0,0,0,0,0,LOW
120.48.98.75,1,0,0,0,0,0,0,0,0,0,LOW
120.52.12.202,13,0,9,4,0,1,0,0,8,28,HIGH
120.56.117.210,3,0,2,1,0,0,0,0,0,0,LOW
120.62.8.17,111,50,60,30,0,0,0,0,14,48,CRITICAL
120.76.158.232,16,0,0,0,0,0,0,0,2,7,LOW
120.79.131.99,1,0,0,0,0,0,0,0,0,0,LOW
120.86.119.165,1,0,0,0,0,0,0,0,0,0,LOW
120.92.10.155,1,0,0,0,0,0,1,0,2,7,LOW
120.92.134.103,1,0,0,0,0,0,0,0,0,0,LOW
121.120.200.206,1,0,0,0,0,0,0,0,0,0,LOW
121.120.32.64,1,0,0,0,0,0,0,0,0,0,LOW
121.120.42.155,2,0,0,0,0,0,0,0,0,0,LOW
121.122.119.170,3,0,2,1,0,0,0,0,0,0,LOW
121.123.244.203,2,0,0,0,0,0,0,0,0,0,LOW
121.128.84.224,2,0,0,0,2,0,0,0,1,3,LOW
121.134.60.125,6,0,4,2,0,0,0,0,2,7,LOW
121.136.135.137,3,0,0,0,3,0,0,0,1,3,LOW
121.141.219.98,49,25,24,12,0,0,0,0,11,38,CRITICAL
121.141.243.81,1,0,0,0,0,0,0,0,0,0,LOW
121.15.140.235,3,0,2,1,0,0,0,0,0,0,LOW
121.152.152.177,6,0,4,2,0,0,0,0,2,7,LOW
121.159.71.249,10,1,0,0,6,0,0,0,4,14,MEDIUM
121.160.98.65,1,0,9,0,0,1,0,0,4,14,MEDIUM
121.161.30.2,3,0,2,1,0,0,0,0,0,0,LOW
121.162.101.73,3,0,0,0,3,0,0,0,1,3,LOW
121.163.177.49,1,0,9,0,0,1,0,0,4,14,MEDIUM
121.164.135.251,4,0,0,0,4,0,0,0,1,3,LOW
121.165.36.99,1,1,0,0,0,0,0,0,1,3,LOW
121.165.84.80,1,0,9,0,0,1,0,0,4,14,MEDIUM
121.168.139.251,66,26,38,19,0,0,0,0,13,45,CRITICAL
121.176.109.190,3,0,2,1,0,0,0,0,0,0,LOW
121.178.185.141,7,0,0,0,7,0,0,0,3,10,MEDIUM
121.179.119.204,3,0,2,1,0,0,0,0,0,0,LOW
121.179.93.147,9,0,0,0,7,0,0,0,3,10,MEDIUM
121.18.43.102,2,0,1,0,0,0,0,0,0,0,LOW
121.183.240.55,1,0,9,0,0,1,0,0,4,14,MEDIUM
121.189.198.60,6,0,0,0,6,0,0,0,2,7,LOW
121.189.226.81,6,0,0,0,6,0,0,0,2,7,LOW
121.196.227.86,1,0,0,0,0,0,0,0,0,0,LOW
121.196.27.240,1,0,0,0,0,0,0,0,0,0,LOW
121.202.138.181,10,0,0,0,10,0,0,0,4,14,MEDIUM
121.202.146.144,7,2,0,0,3,0,0,0,4,14,MEDIUM
121.202.148.19,8,0,0,0,0,0,0,0,1,3,LOW
121.202.198.98,7,0,0,0,6,0,0,0,3,10,MEDIUM
121.202.206.119,6,1,0,0,5,0,0,0,3,10,MEDIUM
121.204.171.142,3,0,1,0,0,1,0,0,2,7,LOW
121.22.99.2,3,0,0,0,2,0,0,0,1,3,LOW
121.225.54.173,1,0,0,0,0,0,1,0,2,7,LOW
121.225.55.129,1,0,0,0,0,0,0,0,0,0,LOW
121.227.31.13,3,1,1,0,0,1,0,0,3,10,MEDIUM
121.229.191.90,1,0,0,0,0,0,0,0,0,0,LOW
121.229.25.10,3,0,2,1,0,0,0,0,0,0,LOW
121.229.27.155,3,0,2,1,0,0,0,0,0,0,LOW
121.229.41.12,1,0,0,0,0,0,0,0,0,0,LOW
121.236.52.70,11,0,0,0,7,0,0,0,3,10,MEDIUM
121.26.28.26,2,0,1,0,0,0,0,0,0,0,LOW
121.29.4.103,3,0,2,1,0,0,0,0,0,0,LOW
121.29.4.46,2,1,2,1,0,0,0,0,1,3,LOW
121.29.4.74,3,0,2,1,0,0,0,0,0,0,LOW
121.29.4.79,1,0,0,0,0,0,0,0,0,0,LOW
121.29.4.80,3,3,0,0,0,0,0,0,2,7,LOW
121.29.5.231,4,0,2,0,0,0,0,0,0,0,LOW
121.31.210.125,1,0,0,0,0,0,0,0,0,0,LOW
121.32.254.147,4,0,0,0,0,0,0,0,0,0,LOW
121.36.31.125,3,1,2,1,0,0,0,0,1,3,LOW
121.36.8.43,3,1,2,1,0,0,0,0,1,3,LOW
121.37.140.92,383,67,0,0,0,0,0,0,8,28,HIGH
121.40.150.190,1,0,0,0,0,0,0,0,0,0,LOW
121.40.210.59,1,0,0,0,0,0,0,0,0,0,LOW
121.40.218.238,1,0,0,0,0,0,0,0,0,0,LOW
121.40.23.191,1,0,0,0,0,0,0,0,0,0,LOW
121.40.242.142,3,0,0,0,0,0,0,0,0,0,LOW
121.40.84.227,12,0,0,0,0,0,0,0,1,3,LOW
121.41.119.186,2,0,0,0,0,0,0,0,0,0,LOW
121.41.164.195,2,0,0,0,0,0,0,0,0,0,LOW
121.41.167.221,2,0,0,0,0,0,0,0,0,0,LOW
121.41.97.232,1,0,0,0,0,0,0,0,0,0,LOW
121.43.117.28,4,0,0,0,0,0,0,0,0,0,LOW
121.43.75.36,1,0,0,0,0,0,0,0,0,0,LOW
121.46.231.41,2,0,0,0,0,0,0,0,0,0,LOW
121.66.124.146,2,0,0,0,0,0,0,0,0,0,LOW
121.66.124.147,1,0,0,0,0,0,0,0,0,0,LOW
121.66.124.149,2,0,0,0,0,0,0,0,0,0,LOW
121.66.63.186,2,0,0,0,1,0,0,0,1,3,LOW
121.73.168.9,3,0,0,0,3,0,0,0,1,3,LOW
121.73.169.91,1,0,0,0,1,0,0,0,1,3,LOW
121.84.147.45,7,0,0,0,7,0,0,0,3,10,MEDIUM
122.10.115.18,3,0,2,1,0,0,0,0,0,0,LOW
122.114.113.177,10,0,4,2,0,0,0,0,3,10,MEDIUM
122.114.241.136,3,0,2,1,0,0,0,0,0,0,LOW
122.114.69.235,2,1,2,1,0,0,0,0,1,3,LOW
122.13.25.186,6,0,2,1,0,0,0,0,0,0,LOW
122.148.199.165,6,0,0,0,6,0,0,0,2,7,LOW
122.160.103.228,2,0,0,0,2,0,0,0,1,3,LOW
122.160.142.194,9,0,0,0,9,0,0,0,4,14,MEDIUM
122.160.15.31,8,3,0,0,5,0,0,0,5,17,MEDIUM
122.160.187.31,2,0,0,0,2,0,0,0,1,3,LOW
122.160.50.155,8,0,0,0,8,0,0,0,4,14,MEDIUM
122.160.80.105,2,0,0,0,2,0,0,0,1,3,LOW
122.160.85.144,2,0,0,0,2,0,0,0,1,3,LOW
122.165.121.195,3,0,2,1,0,0,0,0,0,0,LOW
122.165.124.15,15,0,10,5,0,0,0,0,6,21,HIGH
122.165.72.15,4,0,0,0,4,0,0,0,1,3,LOW
122.165.91.5,1,0,0,0,1,0,0,0,1,3,LOW
122.166.167.154,3,0,2,1,0,0,0,0,0,0,LOW
122.166.253.226,5,0,0,0,5,0,0,0,2,7,LOW
122.166.49.42,18,1,12,6,0,0,0,0,8,28,HIGH
122.168.123.73,3,0,2,1,0,0,0,0,0,0,LOW
122.168.194.41,6,0,4,2,0,0,0,0,2,7,LOW
122.169.97.132,1,1,0,0,0,0,0,0,1,3,LOW
122.170.100.253,6,0,0,0,5,0,0,0,2,7,LOW
122.170.111.140,1,0,0,0,1,0,0,0,1,3,LOW
122.170.115.173,6,0,4,2,0,0,0,0,2,7,LOW
122.170.97.94,1,0,0,0,1,0,0,0,1,3,LOW
122.170.99.195,4,0,0,0,4,0,0,0,1,3,LOW
122.175.18.126,2,0,0,0,2,0,0,0,1,3,LOW
122.176.111.30,1,0,0,0,0,0,0,0,0,0,LOW
122.176.122.24,6,0,4,2,0,0,0,0,2,7,LOW
122.176.156.82,4,0,0,0,4,0,0,0,1,3,LOW
122.176.21.104,5,1,0,0,4,0,0,0,2,7,LOW
122.185.178.134,1,0,0,0,1,0,0,0,1,3,LOW
122.186.174.35,2,0,0,0,2,0,0,0,1,3,LOW
122.186.18.3,5,1,0,0,4,0,0,0,2,7,LOW
122.187.147.13,13,1,0,0,12,0,0,0,5,17,MEDIUM
122.187.226.12,3,0,0,0,3,0,0,0,1,3,LOW
122.187.227.144,1,0,0,0,1,0,0,0,1,3,LOW
122.187.227.145,1,0,0,0,1,0,0,0,1,3,LOW
122.187.228.228,5,0,0,0,5,0,0,0,2,7,LOW
122.187.228.48,2,0,0,0,2,0,0,0,1,3,LOW
122.187.229.12,1,0,0,0,1,0,0,0,1,3,LOW
122.187.230.116,3,0,0,0,1,0,0,0,1,3,LOW
122.187.230.183,1,0,0,0,1,0,0,0,1,3,LOW
122.187.230.38,10,2,0,0,8,0,0,0,6,21,HIGH
122.187.237.122,1,0,0,0,1,0,0,0,1,3,LOW
122.2.42.213,3,0,0,0,0,0,0,0,0,0,LOW
122.224.164.194,1,0,0,0,1,0,0,0,1,3,LOW
122.224.240.99,2,0,0,0,0,0,0,0,0,0,LOW
122.225.202.150,1,0,0,0,0,0,0,0,0,0,LOW
122.225.203.106,18,1,0,0,12,0,0,0,6,21,HIGH
122.228.228.86,4,0,0,0,3,0,0,0,1,3,LOW
122.252.246.1,3,1,2,1,0,0,0,0,1,3,LOW
122.35.192.61,9,0,6,3,0,0,0,0,4,14,MEDIUM
122.51.143.218,2,0,1,0,0,1,0,0,2,7,LOW
122.51.233.125,1,0,0,0,0,0,0,0,0,0,LOW
122.53.133.167,3,0,2,1,0,0,0,0,0,0,LOW
122.55.131.144,3,0,0,0,1,0,0,0,1,3,LOW
122.55.141.204,2,0,0,0,1,0,0,0,1,3,LOW
122.58.141.226,4,0,0,0,4,0,0,0,1,3,LOW
123.1.189.199,1,0,0,0,0,0,0,0,0,0,LOW
123.117.154.188,4,0,2,0,0,0,0,0,0,0,LOW
123.118.107.125,8,0,0,0,7,0,0,0,3,10,MEDIUM
123.119.26.33,1,0,2,1,0,0,0,0,0,0,LOW
123.129.245.249,4,0,0,0,4,0,0,0,1,3,LOW
123.156.230.101,1,0,0,0,0,0,0,0,0,0,LOW
123.160.232.106,1,0,0,0,0,0,0,0,0,0,LOW
123.182.62.25,1,0,0,0,0,0,1,0,2,7,LOW
123.187.241.160,1,0,0,0,0,0,0,0,0,0,LOW
123.202.225.98,7,0,0,0,7,0,0,0,3,10,MEDIUM
123.209.118.24,1,0,0,0,0,0,0,0,0,0,LOW
123.209.119.41,2,0,0,0,0,0,0,0,0,0,LOW
123.212.9.122,6,0,0,0,6,0,0,0,2,7,LOW
123.23.29.65,1,0,0,0,1,0,0,0,1,3,LOW
123.231.115.91,1,0,19,1,0,0,0,0,2,7,LOW
123.231.87.161,8,8,19,0,0,0,0,0,6,21,HIGH
123.232.129.190,1,0,0,0,0,0,0,0,0,0,LOW
123.234.3.106,4,0,1,0,0,0,0,0,0,0,LOW
123.24.206.213,10,0,0,0,5,0,0,0,3,10,MEDIUM
123.249.117.20,2,1,0,0,0,0,0,0,1,3,LOW
123.49.38.114,3,0,2,1,0,0,0,0,0,0,LOW
123.49.60.158,3,0,2,1,0,0,0,0,0,0,LOW
123.52.202.92,9,1,0,0,8,0,0,0,5,17,MEDIUM
123.56.157.254,2,0,0,0,0,0,0,0,0,0,LOW
123.56.177.15,1,0,0,0,0,0,0,0,0,0,LOW
123.57.76.92,1,0,0,0,0,0,0,0,0,0,LOW
123.58.196.28,4,0,0,0,0,0,0,0,0,0,LOW
123.58.196.49,4,0,0,0,0,0,0,0,0,0,LOW
123.58.203.202,3,0,2,1,0,0,0,0,0,0,LOW
123.58.210.86,3,0,2,1,0,0,0,0,0,0,LOW
123.58.212.28,3,0,2,1,0,0,0,0,0,0,LOW
123.58.213.128,9,2,6,3,0,0,0,0,6,21,HIGH
123.58.215.196,6,0,4,2,0,0,0,0,2,7,LOW
123.58.219.234,55,25,30,15,0,0,0,0,12,41,CRITICAL
123.58.219.3,45,25,20,10,0,0,0,0,10,34,HIGH
123.60.98.95,3,0,0,0,0,0,0,0,0,0,LOW
124.107.185.138,10,1,0,0,8,0,0,0,5,17,MEDIUM
124.109.2.211,3,0,2,1,0,0,0,0,0,0,LOW
124.117.194.83,1,0,0,0,0,0,0,0,0,0,LOW
124.121.31.236,1,0,0,0,0,0,0,0,0,0,LOW
124.129.157.189,2,0,0,0,2,0,0,0,1,3,LOW
124.152.4.100,1,0,0,0,0,0,1,0,2,7,LOW
124.152.90.68,9,1,0,0,7,0,0,0,4,14,MEDIUM
124.155.125.131,6,0,4,2,0,0,0,0,2,7,LOW
124.156.194.190,3,0,2,1,0,0,0,0,0,0,LOW
124.156.198.218,3,0,2,1,0,0,0,0,0,0,LOW
124.156.202.242,3,0,2,1,0,0,0,0,0,0,LOW
124.156.204.55,3,0,2,1,0,0,0,0,0,0,LOW
124.163.255.210,4,0,0,0,0,0,0,0,0,0,LOW
124.164.251.88,2,0,0,0,0,0,0,0,0,0,LOW
124.167.20.113,2,1,0,0,1,0,0,0,2,7,LOW
124.167.20.72,2,1,0,0,1,0,0,0,2,7,LOW
124.174.36.222,2,0,1,0,0,0,0,0,0,0,LOW
124.193.81.23,1,0,0,0,0,0,0,0,0,0,LOW
124.198.131.254,1,1,0,0,1,0,0,0,2,7,LOW
124.225.66.97,20,9,10,5,0,0,0,0,10,34,HIGH
124.227.193.21,6,0,0,0,6,0,0,0,2,7,LOW
124.229.160.53,2,0,0,0,2,0,0,0,1,3,LOW
124.239.129.2,3,1,0,0,1,0,0,0,2,7,LOW
124.239.169.52,6,0,0,0,6,0,0,0,2,7,LOW
124.251.110.186,1,0,0,0,0,0,0,0,0,0,LOW
124.29.223.208,5,0,0,0,3,0,0,0,1,3,LOW
124.40.252.3,3,0,2,1,0,0,0,0,0,0,LOW
124.43.10.224,1,0,0,0,0,0,0,0,0,0,LOW
124.43.4.17,1,0,0,0,0,0,0,0,0,0,LOW
124.67.120.106,2,0,0,0,2,0,0,0,1,3,LOW
124.71.216.175,3,1,2,1,0,0,0,0,1,3,LOW
124.72.224.72,1,0,0,0,0,0,0,0,0,0,LOW
124.74.9.190,1,0,0,0,1,0,0,0,1,3,LOW
124.88.174.143,2,0,0,0,2,0,0,0,1,3,LOW
124.89.118.13,1,0,0,0,0,0,0,0,0,0,LOW
125.122.36.17,2,0,0,0,0,0,0,0,0,0,LOW
125.130.249.158,1,0,0,0,1,0,0,0,1,3,LOW
125.132.34.65,1,0,9,0,0,1,0,0,4,14,MEDIUM
125.138.175.113,51,25,26,13,0,0,0,0,12,41,CRITICAL
125.139.124.120,6,0,0,0,6,0,0,0,2,7,LOW
125.141.84.135,1,5,0,0,0,0,0,0,2,7,LOW
125.142.37.91,6,1,4,2,0,0,0,0,3,10,MEDIUM
125.16.27.190,53,25,26,13,0,0,0,0,12,41,CRITICAL
125.163.64.47,1,0,0,0,1,0,0,0,1,3,LOW
125.163.66.8,1,0,0,0,1,0,0,0,1,3,LOW
125.164.43.181,1,1,0,0,0,0,0,0,1,3,LOW
125.17.185.94,14,2,0,0,12,0,0,0,6,21,HIGH
125.19.156.30,1,0,0,0,1,0,0,0,1,3,LOW
125.19.156.46,3,0,0,0,3,0,0,0,1,3,LOW
125.19.183.114,11,1,0,0,10,0,0,0,5,17,MEDIUM
125.19.183.202,8,2,0,0,6,0,0,0,5,17,MEDIUM
125.19.218.2,7,0,0,0,7,0,0,0,3,10,MEDIUM
125.19.244.62,7,0,0,0,7,0,0,0,3,10,MEDIUM
125.20.207.154,4,0,0,0,4,0,0,0,1,3,LOW
125.20.210.182,2,0,0,0,0,0,0,0,0,0,LOW
125.20.228.146,19,3,0,0,16,0,0,0,7,24,HIGH
125.20.251.70,2,0,0,0,2,0,0,0,1,3,LOW
125.209.67.220,2,0,0,0,0,0,0,0,0,0,LOW
125.21.53.232,15,0,10,5,0,0,0,0,6,21,HIGH
125.21.59.218,12,0,8,4,0,0,0,0,6,21,HIGH
125.212.235.194,6,0,4,2,0,0,0,0,2,7,LOW
125.215.199.37,2,0,0,0,2,0,0,0,1,3,LOW
125.215.52.45,1,0,0,0,0,0,0,0,0,0,LOW
125.22.105.67,44,22,22,11,0,0,0,0,10,34,HIGH
125.22.162.46,6,0,4,2,0,0,0,0,2,7,LOW
125.227.156.55,4,0,6,0,0,2,0,0,3,10,MEDIUM
125.227.165.228,3,0,0,0,0,0,0,0,0,0,LOW
125.23.255.134,14,1,0,0,13,0,0,0,5,17,MEDIUM
125.25.51.118,1,0,0,0,1,0,0,0,1,3,LOW
125.253.121.228,3,0,2,1,0,0,0,0,0,0,LOW
125.31.2.160,9,1,6,3,0,0,0,0,5,17,MEDIUM
125.35.109.214,5,0,0,0,4,0,0,0,1,3,LOW
125.36.68.227,1,0,0,0,1,0,0,0,1,3,LOW
125.39.179.192,3,0,2,1,0,0,0,0,0,0,LOW
125.59.252.103,5,1,0,0,4,0,0,0,2,7,LOW
125.69.195.7,1,0,0,0,1,0,0,0,1,3,LOW
125.69.76.148,5,0,0,0,5,0,0,0,2,7,LOW
125.72.150.250,3,0,0,0,1,0,0,0,1,3,LOW
125.76.228.194,8,2,4,2,0,0,0,0,5,17,MEDIUM
125.91.33.72,12,1,8,4,0,0,0,0,7,24,HIGH
125.93.252.89,2,0,1,0,0,0,0,0,0,0,LOW
128.1.131.163,106,50,56,28,0,0,0,0,14,48,CRITICAL
128.1.38.169,6,2,4,2,0,0,0,0,4,14,MEDIUM
128.1.44.162,51,13,127,13,0,0,0,0,12,41,CRITICAL
128.14.225.164,60,25,30,15,0,0,0,0,12,41,CRITICAL
128.14.237.154,6,1,4,2,0,0,0,0,3,10,MEDIUM
128.185.116.114,1,0,9,0,0,1,0,0,4,14,MEDIUM
128.185.12.179,8,1,0,0,7,0,0,0,4,14,MEDIUM
128.185.192.166,7,1,0,0,6,0,0,0,4,14,MEDIUM
128.185.201.98,10,1,0,0,9,0,0,0,5,17,MEDIUM
128.185.218.118,9,1,0,0,8,0,0,0,5,17,MEDIUM
128.185.220.90,18,3,0,0,15,0,0,0,7,24,HIGH
128.185.225.78,11,0,0,0,11,0,0,0,4,14,MEDIUM
128.185.228.134,8,1,0,0,7,0,0,0,4,14,MEDIUM
128.185.33.248,1,0,0,0,0,0,0,0,0,0,LOW
128.199.11.220,7,0,7,0,0,0,0,0,2,7,LOW
128.199.118.234,8,0,0,0,8,0,0,0,4,14,MEDIUM
128.199.219.184,2,0,0,0,0,0,0,0,0,0,LOW
128.199.231.249,6,0,4,2,0,0,0,0,2,7,LOW
128.199.231.94,3,0,2,1,0,0,0,0,0,0,LOW
128.199.64.40,3,0,2,1,0,0,0,0,0,0,LOW
128.203.200.235,2,0,0,0,0,0,0,0,0,0,LOW
128.24.161.196,52,43,9,0,0,0,0,0,8,28,HIGH
129.121.102.3,3,0,2,1,0,0,0,0,0,0,LOW
129.121.37.21,9,0,6,3,0,0,0,0,4,14,MEDIUM
129.121.54.93,3,0,2,1,0,0,0,0,0,0,LOW
129.121.77.79,6,0,4,2,0,0,0,0,2,7,LOW
129.121.79.67,54,26,28,14,0,0,0,0,12,41,CRITICAL
129.121.91.17,3,0,2,1,0,0,0,0,0,0,LOW
129.150.47.234,1,0,0,0,0,0,0,0,0,0,LOW
129.153.121.56,1,0,9,0,0,1,0,0,4,14,MEDIUM
129.159.149.21,4,0,36,0,0,4,0,0,5,17,MEDIUM
129.205.2.18,6,0,4,2,0,0,0,0,2,7,LOW
129.211.222.151,1,0,0,0,0,0,0,0,0,0,LOW
129.212.224.218,1,0,0,0,0,0,0,0,0,0,LOW
129.212.230.107,15,14,1,0,0,0,1,0,6,21,HIGH
129.212.232.136,1,0,0,0,0,0,0,0,0,0,LOW
129.222.172.38,4,0,0,0,0,0,0,0,0,0,LOW
129.222.203.130,3,0,2,1,0,0,0,0,0,0,LOW
