ip,sessions,login_failed,commands,dropper_pattern,direct_tcpip,command_failed_other,file_upload,failed_download,raw_total,final_score,risk
1.116.110.170,1,0,0,0,0,0,0,0,0,0,LOW
1.117.150.44,3,0,2,1,0,0,0,0,0,0,LOW
1.193.163.2,6,0,0,0,6,0,0,0,2,7,LOW
1.197.102.62,2,0,1,0,0,0,0,0,0,0,LOW
1.212.225.99,16,6,0,0,10,0,0,0,7,24,HIGH
1.214.197.163,6,1,4,2,0,0,0,0,3,10,MEDIUM
1.214.214.114,3,0,2,1,0,0,0,0,0,0,LOW
1.214.255.210,3,1,2,1,0,0,0,0,1,3,LOW
1.22.137.50,3,0,0,0,0,0,0,0,0,0,LOW
1.220.95.211,3,0,2,1,0,0,0,0,0,0,LOW
1.222.42.237,7,0,4,2,0,0,0,0,3,10,MEDIUM
1.235.192.130,4,0,0,0,4,0,0,0,1,3,LOW
1.235.192.131,8,1,0,0,7,0,0,0,4,14,MEDIUM
1.238.106.229,6,0,4,2,0,0,0,0,2,7,LOW
1.245.207.104,1,0,9,0,0,1,0,0,4,14,MEDIUM
1.247.245.61,10,1,0,0,8,0,0,0,5,17,MEDIUM
1.30.20.238,3,0,0,0,3,0,0,0,1,3,LOW
1.30.20.98,1,0,0,0,0,0,0,0,0,0,LOW
1.82.135.154,6,1,0,0,4,0,0,0,2,7,LOW
1.92.90.243,1,0,0,0,0,0,0,0,0,0,LOW
1.94.143.149,2,0,1,0,0,0,0,0,0,0,LOW
1.94.220.55,3,0,2,1,0,0,0,0,0,0,LOW
100.27.190.243,1,0,0,0,0,0,0,0,0,0,LOW
100.27.192.197,2,0,0,0,0,0,0,0,0,0,LOW
100.27.226.38,3,0,0,0,0,0,0,0,0,0,LOW
100.27.28.186,1,0,0,0,0,0,0,0,0,0,LOW
100.31.100.19,1,0,0,0,0,0,0,0,0,0,LOW
100.48.87.238,1,0,0,0,0,0,0,0,0,0,LOW
100.53.171.244,1,0,0,0,0,0,0,0,0,0,LOW
100.53.78.176,1,0,0,0,0,0,0,0,0,0,LOW
100.54.149.28,3,0,2,1,0,0,0,0,0,0,LOW
100.55.31.181,1,0,0,0,0,0,0,0,0,0,LOW
101.126.146.145,2,0,1,0,0,0,0,0,0,0,LOW
101.126.22.12,1,0,0,0,0,0,0,0,0,0,LOW
101.126.23.159,1,0,0,0,0,0,0,0,0,0,LOW
101.126.24.71,1,0,0,0,0,0,0,0,0,0,LOW
101.126.35.9,3,1,2,1,0,0,0,0,1,3,LOW
101.126.4.240,2,0,1,0,0,0,0,0,0,0,LOW
101.126.54.167,1,0,0,0,0,0,0,0,0,0,LOW
101.126.54.36,2,0,2,1,0,0,0,0,0,0,LOW
101.126.54.95,7,2,6,2,0,0,0,0,5,17,MEDIUM
101.126.55.179,6,0,4,2,0,0,0,0,2,7,LOW
101.126.55.63,4,1,2,1,0,0,0,0,1,3,LOW
101.126.55.67,3,0,2,1,0,0,0,0,0,0,LOW
101.126.64.76,1,0,0,0,0,0,0,0,0,0,LOW
101.126.83.70,109,18,0,0,0,0,0,0,6,21,HIGH
101.126.88.251,1,0,0,0,0,0,0,0,0,0,LOW
101.126.89.57,2,0,1,0,0,0,0,0,0,0,LOW
101.126.91.34,2,0,2,1,0,0,0,0,0,0,LOW
101.126.95.172,3,0,2,1,0,0,0,0,0,0,LOW
101.13.0.53,1,0,0,0,1,0,0,0,1,3,LOW
101.13.1.58,1,0,0,0,1,0,0,0,1,3,LOW
101.13.4.124,6,0,0,0,6,0,0,0,2,7,LOW
101.13.4.128,7,1,0,0,5,0,0,0,4,14,MEDIUM
101.13.5.26,7,0,0,0,7,0,0,0,3,10,MEDIUM
101.13.5.49,2,1,0,0,1,0,0,0,2,7,LOW
101.13.5.50,10,1,0,0,9,0,0,0,5,17,MEDIUM
101.168.10.75,1,0,0,0,0,0,0,0,0,0,LOW
101.168.16.122,1,0,0,0,0,0,0,0,0,0,LOW
101.200.236.207,3,0,0,0,0,0,0,0,0,0,LOW
101.201.104.216,4,0,0,0,0,0,0,0,0,0,LOW
101.206.107.245,8,0,0,0,0,0,0,0,1,3,LOW
101.227.203.162,2,0,1,0,0,1,0,0,2,7,LOW
101.237.36.193,2,0,1,0,0,0,0,0,0,0,LOW
101.245.93.101,2,0,1,0,0,0,0,0,0,0,LOW
101.32.145.199,6,2,4,2,0,0,0,0,4,14,MEDIUM
101.32.240.31,4,0,2,1,0,0,0,0,0,0,LOW
101.32.242.137,3,0,2,1,0,0,0,0,0,0,LOW
101.35.218.186,1,0,0,0,0,0,0,0,0,0,LOW
101.36.104.242,2,0,0,0,0,0,0,0,0,0,LOW
101.36.106.113,9,3,6,3,0,0,0,0,6,21,HIGH
101.36.106.145,56,26,30,15,0,0,0,0,12,41,CRITICAL
101.36.106.162,6,0,4,2,0,0,0,0,2,7,LOW
101.36.106.75,2,0,0,0,0,0,0,0,0,0,LOW
101.36.107.152,541,173,364,0,0,0,0,0,12,41,CRITICAL
101.36.107.233,3,0,2,1,0,0,0,0,0,0,LOW
101.36.108.125,43,25,18,9,0,0,0,0,10,34,HIGH
101.36.108.213,3,1,2,1,0,0,0,0,1,3,LOW
101.36.109.176,54,25,28,14,0,0,0,0,12,41,CRITICAL
101.36.110.164,1,0,20,2,0,0,0,0,3,10,MEDIUM
101.36.111.119,15,2,10,5,0,0,0,0,8,28,HIGH
101.36.111.38,2,0,0,0,0,0,0,0,0,0,LOW
101.36.111.86,3,0,2,1,0,0,0,0,0,0,LOW
101.36.113.241,3,0,2,1,0,0,0,0,0,0,LOW
101.36.116.204,3,0,2,1,0,0,0,0,0,0,LOW
101.36.117.234,18,1,12,6,0,0,0,0,8,28,HIGH
101.36.117.42,3,1,2,1,0,0,0,0,1,3,LOW
101.36.119.184,3,1,2,1,0,0,0,0,1,3,LOW
101.36.122.139,60,26,34,17,0,0,0,0,13,45,CRITICAL
101.36.122.183,8,0,0,0,0,0,0,0,1,3,LOW
101.36.122.186,4,1,2,1,0,0,0,0,1,3,LOW
101.36.124.127,6,0,4,2,0,0,0,0,2,7,LOW
101.36.124.219,3,0,2,1,0,0,0,0,0,0,LOW
101.36.127.212,6,1,4,2,0,0,0,0,3,10,MEDIUM
101.37.118.215,1,0,0,0,0,0,0,0,0,0,LOW
101.47.135.95,3,1,2,1,0,0,0,0,1,3,LOW
101.47.142.210,3,1,2,1,0,0,0,0,1,3,LOW
101.47.142.49,3,1,2,1,0,0,0,0,1,3,LOW
101.47.142.8,3,1,2,1,0,0,0,0,1,3,LOW
101.47.155.9,3,0,2,1,0,0,0,0,0,0,LOW
101.47.156.170,9,1,6,3,0,0,0,0,5,17,MEDIUM
101.47.156.21,3,0,2,1,0,0,0,0,0,0,LOW
101.47.158.137,1,0,0,0,0,0,0,0,0,0,LOW
101.47.158.54,57,25,32,16,0,0,0,0,12,41,CRITICAL
101.47.158.56,15,1,10,5,0,0,0,0,7,24,HIGH
101.47.159.125,93,50,42,21,0,0,0,0,14,48,CRITICAL
101.47.159.50,6,0,4,2,0,0,0,0,2,7,LOW
101.47.16.134,1,0,0,0,0,0,0,0,0,0,LOW
101.47.163.102,3,1,2,1,0,0,0,0,1,3,LOW
101.47.17.142,3,0,2,1,0,0,0,0,0,0,LOW
101.47.27.73,3,0,2,1,0,0,0,0,0,0,LOW
101.47.8.188,12,0,8,4,0,0,0,0,6,21,HIGH
101.52.130.122,1,0,0,0,0,0,0,0,0,0,LOW
101.68.7.232,1,0,0,0,0,0,0,0,0,0,LOW
101.69.132.194,16,14,1,0,0,0,0,0,5,17,MEDIUM
101.79.165.128,3,0,2,1,0,0,0,0,0,0,LOW
101.79.165.43,6,0,4,2,0,0,0,0,2,7,LOW
101.89.148.7,2,0,1,0,0,0,0,0,0,0,LOW
101.96.192.184,1,0,0,0,0,0,0,0,0,0,LOW
101.96.192.88,3,0,2,1,0,0,0,0,0,0,LOW
101.96.195.102,2,0,1,0,0,0,0,0,0,0,LOW
101.96.200.105,1,0,0,0,0,0,0,0,0,0,LOW
101.96.202.189,1,0,0,0,0,0,0,0,0,0,LOW
101.99.14.56,2,0,0,0,0,0,0,0,0,0,LOW
101.99.6.166,3,0,13,0,0,2,0,0,4,14,MEDIUM
102.110.7.160,1,0,0,0,1,0,0,0,1,3,LOW
102.140.97.134,9,0,6,3,0,0,0,0,4,14,MEDIUM
102.16.67.136,3,1,2,1,0,0,0,0,1,3,LOW
102.208.216.221,3,0,2,1,0,0,0,0,0,0,LOW
102.210.148.92,6,0,4,2,0,0,0,0,2,7,LOW
102.210.149.105,15,1,10,5,0,0,0,0,7,24,HIGH
102.210.149.236,3,0,2,1,0,0,0,0,0,0,LOW
102.211.152.138,9,0,6,3,0,0,0,0,4,14,MEDIUM
102.211.7.162,11,2,0,0,9,0,0,0,6,21,HIGH
102.213.34.99,9,1,6,3,0,0,0,0,5,17,MEDIUM
102.216.240.61,9,0,6,3,0,0,0,0,4,14,MEDIUM
102.218.89.110,3,1,2,1,0,0,0,0,1,3,LOW
102.219.126.124,1,0,0,0,0,0,0,0,0,0,LOW
102.219.227.1,1,0,0,0,0,0,0,0,0,0,LOW
102.220.85.131,3,0,2,1,0,0,0,0,0,0,LOW
102.223.92.101,3,0,2,1,0,0,0,0,0,0,LOW
102.23.122.235,107,51,54,27,0,0,0,0,14,48,CRITICAL
102.23.254.239,3,2,0,0,1,0,0,0,3,10,MEDIUM
102.33.36.254,2,0,0,0,2,0,0,0,1,3,LOW
102.36.229.122,1,0,0,0,0,0,0,0,0,0,LOW
102.38.3.107,4,0,0,0,4,0,0,0,1,3,LOW
102.88.10.10,1,1,0,0,0,0,0,0,1,3,LOW
102.88.137.145,9,0,6,3,0,0,0,0,4,14,MEDIUM
102.88.137.213,169,75,90,45,0,0,0,0,14,48,CRITICAL
102.88.137.80,158,55,90,45,0,0,0,0,14,48,CRITICAL
102.90.34.90,2,1,0,0,1,0,0,0,2,7,LOW
103.100.209.142,6,0,4,2,0,0,0,0,2,7,LOW
103.100.69.141,6,0,4,2,0,0,0,0,2,7,LOW
103.103.245.61,9,1,6,3,0,0,0,0,5,17,MEDIUM
103.103.53.44,11,3,0,0,8,0,0,0,6,21,HIGH
103.105.176.70,15,3,10,5,0,0,0,0,8,28,HIGH
103.105.67.170,13432,0,13431,0,0,0,0,0,8,28,HIGH
103.106.104.6,3,0,0,0,0,0,0,0,0,0,LOW
103.106.105.156,1,0,0,0,0,0,0,0,0,0,LOW
103.106.188.32,9,1,6,3,0,0,0,0,5,17,MEDIUM
103.106.194.74,9,1,6,3,0,0,0,0,5,17,MEDIUM
103.106.79.66,3,0,2,1,0,0,0,0,0,0,LOW
103.108.117.40,3,0,2,1,0,0,0,0,0,0,LOW
103.108.155.102,12,0,0,0,0,0,0,0,1,3,LOW
103.110.87.188,4,0,0,0,0,0,0,0,0,0,LOW
103.112.224.81,2,0,0,0,2,0,0,0,1,3,LOW
103.113.104.43,53,25,26,13,0,0,0,0,12,41,CRITICAL
103.114.147.217,3,0,2,1,0,0,0,0,0,0,LOW
103.115.180.7,2,0,0,0,0,0,0,0,0,0,LOW
103.115.41.16,51,25,26,13,0,0,0,0,12,41,CRITICAL
103.115.48.20,3,0,2,1,0,0,0,0,0,0,LOW
103.115.56.3,9,0,6,3,0,0,0,0,4,14,MEDIUM
103.116.107.209,739,0,161,17,0,0,0,0,11,38,CRITICAL
103.116.39.189,3,0,0,0,0,0,0,0,0,0,LOW
103.116.52.242,3,0,2,1,0,0,0,0,0,0,LOW
103.117.56.152,57,26,30,15,0,0,0,0,12,41,CRITICAL
103.117.57.134,6,1,4,2,0,0,0,0,3,10,MEDIUM
103.118.150.139,12,0,0,0,12,0,0,0,4,14,MEDIUM
103.118.29.127,4,0,0,0,0,0,0,0,0,0,LOW
103.119.44.125,2,0,0,0,0,0,0,0,0,0,LOW
103.119.94.10,3,0,2,1,0,0,0,0,0,0,LOW
103.12.135.35,6,0,4,2,0,0,0,0,2,7,LOW
103.120.116.162,14,2,0,0,11,0,0,0,6,21,HIGH
103.120.227.88,3,0,2,1,0,0,0,0,0,0,LOW
103.122.221.179,16,0,0,0,0,0,0,0,2,7,LOW
103.122.67.223,3,0,2,1,0,0,0,0,0,0,LOW
103.123.53.88,15,2,10,5,0,0,0,0,8,28,HIGH
103.125.103.201,6,0,4,2,0,0,0,0,2,7,LOW
103.126.117.26,3,0,2,1,0,0,0,0,0,0,LOW
103.126.161.167,4,0,0,0,0,0,0,0,0,0,LOW
103.127.197.7,3,0,0,0,0,0,0,0,0,0,LOW
103.127.28.192,3,0,2,1,0,0,0,0,0,0,LOW
103.129.221.202,12,0,8,4,0,0,0,0,6,21,HIGH
103.13.206.100,6,0,4,2,0,0,0,0,2,7,LOW
103.13.206.208,3,0,2,1,0,0,0,0,0,0,LOW
103.130.213.223,6,0,4,2,0,0,0,0,2,7,LOW
103.132.243.250,3,0,2,1,0,0,0,0,0,0,LOW
103.133.224.86,2,0,0,0,0,0,0,0,0,0,LOW
103.134.154.138,3,0,2,1,0,0,0,0,0,0,LOW
103.134.154.36,3,0,2,1,0,0,0,0,0,0,LOW
103.134.154.79,6,1,4,2,0,0,0,0,3,10,MEDIUM
103.138.113.149,3,0,2,1,0,0,0,0,0,0,LOW
103.139.193.223,60,28,32,16,0,0,0,0,12,41,CRITICAL
103.139.193.31,3,0,2,1,0,0,0,0,0,0,LOW
103.140.127.215,6,2,0,0,0,0,0,0,2,7,LOW
103.142.26.46,3,0,2,1,0,0,0,0,0,0,LOW
103.143.10.79,3,0,0,0,0,0,0,0,0,0,LOW
103.143.11.150,62,25,36,18,0,0,0,0,13,45,CRITICAL
103.143.11.168,6,0,4,2,0,0,0,0,2,7,LOW
103.143.11.229,1,0,0,0,0,0,0,0,0,0,LOW
103.143.12.253,3,0,2,1,0,0,0,0,0,0,LOW
103.143.231.2,5,0,4,2,0,0,0,0,2,7,LOW
103.143.231.24,3,0,2,1,0,0,0,0,0,0,LOW
103.143.238.100,6,0,4,2,0,0,0,0,2,7,LOW
103.143.238.207,54,26,28,14,0,0,0,0,12,41,CRITICAL
103.143.72.165,9,2,6,3,0,0,0,0,6,21,HIGH
103.144.28.85,123,54,68,34,0,0,0,0,14,48,CRITICAL
103.145.63.218,3,0,2,1,0,0,0,0,0,0,LOW
103.146.158.57,17,0,8,0,0,0,0,0,4,14,MEDIUM
103.146.159.14,3,0,2,1,0,0,0,0,0,0,LOW
103.146.159.173,3,0,2,1,0,0,0,0,0,0,LOW
103.146.177.202,6,0,6,0,0,0,0,0,1,3,LOW
103.146.202.174,51,25,26,13,0,0,0,0,12,41,CRITICAL
103.146.202.84,1,0,0,0,0,0,0,0,0,0,LOW
103.146.23.195,6,1,4,2,0,0,0,0,3,10,MEDIUM
103.146.233.187,1,0,0,0,1,0,0,0,1,3,LOW
103.146.52.37,2,0,2,0,0,0,2,0,4,14,MEDIUM
103.147.159.91,15,0,10,5,0,0,0,0,6,21,HIGH
103.147.248.23,9,1,0,0,8,0,0,0,5,17,MEDIUM
103.147.248.44,6,1,0,0,5,0,0,0,3,10,MEDIUM
103.149.170.125,11,0,0,0,0,0,0,0,1,3,LOW
103.149.27.208,3,0,2,1,0,0,0,0,0,0,LOW
103.149.28.157,16,0,0,0,0,0,0,0,2,7,LOW
103.149.86.116,3,0,0,0,0,0,0,0,0,0,LOW
103.149.9.122,3,0,2,0,0,0,0,0,0,0,LOW
103.15.222.183,18,0,0,0,0,0,0,0,2,7,LOW
103.151.140.97,3,0,2,1,0,0,0,0,0,0,LOW
103.153.110.190,9,0,6,3,0,0,0,0,4,14,MEDIUM
103.153.254.96,3,0,2,1,0,0,0,0,0,0,LOW
103.153.5.9,6,0,4,2,0,0,0,0,2,7,LOW
103.153.68.219,18,0,0,0,0,0,0,0,2,7,LOW
103.154.158.70,3,0,2,1,0,0,0,0,0,0,LOW
103.154.241.42,3,0,2,1,0,0,0,0,0,0,LOW
103.154.62.14,3,1,2,1,0,0,0,0,1,3,LOW
103.154.77.48,21,2,14,7,0,0,0,0,9,31,HIGH
103.155.221.74,3,0,2,1,0,0,0,0,0,0,LOW
103.155.57.54,6,2,4,2,0,0,0,0,4,14,MEDIUM
103.156.204.2,51,25,26,13,0,0,0,0,12,41,CRITICAL
103.156.237.37,14,4,0,0,9,0,0,0,6,21,HIGH
103.157.25.4,3,1,2,1,0,0,0,0,1,3,LOW
103.157.96.22,3,0,2,1,0,0,0,0,0,0,LOW
103.158.29.100,45,22,22,11,0,0,0,0,10,34,HIGH
103.158.40.65,15,0,10,5,0,0,0,0,6,21,HIGH
103.159.54.61,3,0,2,1,0,0,0,0,0,0,LOW
103.159.85.123,7,0,7,0,0,0,0,0,2,7,LOW
103.16.228.12,3,0,2,1,0,0,0,0,0,0,LOW
103.160.5.123,3,0,0,0,0,0,0,0,0,0,LOW
103.160.5.81,1,0,0,0,0,0,0,0,0,0,LOW
103.161.16.196,2,0,2,0,0,0,2,0,4,14,MEDIUM
103.163.116.84,6,0,4,2,0,0,0,0,2,7,LOW
103.163.44.118,10,0,0,0,8,0,0,0,4,14,MEDIUM
103.163.97.211,3,0,2,1,0,0,0,0,0,0,LOW
103.164.9.74,6,0,4,2,0,0,0,0,2,7,LOW
103.165.139.145,3,0,2,1,0,0,0,0,0,0,LOW
103.166.10.244,6,0,4,2,0,0,0,0,2,7,LOW
103.166.103.173,3,0,2,1,0,0,0,0,0,0,LOW
103.166.182.35,3,0,2,1,0,0,0,0,0,0,LOW
103.166.184.26,1,0,0,0,0,0,0,0,0,0,LOW
103.167.89.222,6,0,4,2,0,0,0,0,2,7,LOW
103.168.135.187,9,2,6,3,0,0,0,0,6,21,HIGH
103.168.58.222,3,0,2,1,0,0,0,0,0,0,LOW
103.169.67.229,6,0,4,2,0,0,0,0,2,7,LOW
103.169.91.76,3,0,2,1,0,0,0,0,0,0,LOW
103.17.140.141,3,0,0,0,0,0,0,0,0,0,LOW
103.17.140.166,3,0,0,0,0,0,0,0,0,0,LOW
103.17.140.224,3,0,0,0,0,0,0,0,0,0,LOW
103.170.173.26,52,26,26,13,0,0,0,0,12,41,CRITICAL
103.171.39.147,11,3,0,0,8,0,0,0,6,21,HIGH
103.171.69.104,3,0,2,1,0,0,0,0,0,0,LOW
103.171.69.72,3,1,2,1,0,0,0,0,1,3,LOW
103.171.85.115,3,1,2,1,0,0,0,0,1,3,LOW
103.171.85.124,59,27,32,16,0,0,0,0,12,41,CRITICAL
103.172.20.218,3,0,2,1,0,0,0,0,0,0,LOW
103.172.236.15,6,0,4,2,0,0,0,0,2,7,LOW
103.172.236.241,6,1,4,2,0,0,0,0,3,10,MEDIUM
103.172.78.219,17,0,0,0,0,0,0,0,2,7,LOW
103.173.227.57,14,0,0,0,0,0,0,0,1,3,LOW
103.174.145.35,7,0,0,0,7,0,0,0,3,10,MEDIUM
103.174.153.115,1,0,0,0,0,0,0,0,0,0,LOW
103.174.153.120,1,0,0,0,0,0,0,0,0,0,LOW
103.174.34.49,3,0,0,0,3,0,0,0,1,3,LOW
103.174.80.40,20,2,0,0,18,0,0,0,7,24,HIGH
103.175.16.158,49,25,24,12,0,0,0,0,11,38,CRITICAL
103.175.206.22,3,1,2,1,0,0,0,0,1,3,LOW
103.175.30.230,1,1,0,0,0,0,0,0,1,3,LOW
103.176.20.115,3,0,2,1,0,0,0,0,0,0,LOW
103.176.20.57,16,0,0,0,0,0,0,0,2,7,LOW
103.176.25.78,1,0,0,0,0,0,0,0,0,0,LOW
103.176.78.100,3,0,2,1,0,0,0,0,0,0,LOW
103.176.78.178,3,1,2,1,0,0,0,0,1,3,LOW
103.176.79.137,3,1,2,1,0,0,0,0,1,3,LOW
103.176.79.139,3,1,2,1,0,0,0,0,1,3,LOW
103.179.172.233,3,0,2,1,0,0,0,0,0,0,LOW
103.179.190.109,1,0,0,0,0,0,0,0,0,0,LOW
103.179.198.19,6,0,4,2,0,0,0,0,2,7,LOW
103.179.24.78,3,1,2,1,0,0,0,0,1,3,LOW
103.180.212.135,3,0,2,1,0,0,0,0,0,0,LOW
103.182.132.154,9,0,6,3,0,0,0,0,4,14,MEDIUM
103.183.114.55,6,0,0,0,0,0,0,0,0,0,LOW
103.183.13.42,2,0,0,0,0,0,0,0,0,0,LOW
103.183.74.130,3,1,2,1,0,0,0,0,1,3,LOW
103.183.74.182,3,0,2,1,0,0,0,0,0,0,LOW
103.183.74.187,3,1,2,1,0,0,0,0,1,3,LOW
103.183.74.205,3,0,2,1,0,0,0,0,0,0,LOW
103.183.74.214,96,50,46,23,0,0,0,0,14,48,CRITICAL
103.183.74.4,9,3,6,3,0,0,0,0,6,21,HIGH
103.183.75.90,3,0,2,1,0,0,0,0,0,0,LOW
103.186.0.22,3,1,2,1,0,0,0,0,1,3,LOW
103.186.1.103,3,0,2,1,0,0,0,0,0,0,LOW
103.186.1.197,3,0,2,1,0,0,0,0,0,0,LOW
103.186.1.59,3,1,2,1,0,0,0,0,1,3,LOW
103.186.101.237,3,0,2,1,0,0,0,0,0,0,LOW
103.186.139.149,3,0,2,1,0,0,0,0,0,0,LOW
103.186.49.225,3,0,2,1,0,0,0,0,0,0,LOW
103.187.146.107,3,1,2,1,0,0,0,0,1,3,LOW
103.187.146.121,3,1,2,1,0,0,0,0,1,3,LOW
103.187.147.214,3,0,2,1,0,0,0,0,0,0,LOW
103.187.165.26,3,1,2,1,0,0,0,0,1,3,LOW
103.187.26.126,3,0,2,1,0,0,0,0,0,0,LOW
103.189.234.57,56,26,30,15,0,0,0,0,12,41,CRITICAL
103.189.234.85,12,0,8,4,0,0,0,0,6,21,HIGH
103.189.234.9,6,0,4,2,0,0,0,0,2,7,LOW
103.189.234.96,3,0,2,1,0,0,0,0,0,0,LOW
103.189.235.159,3,0,2,1,0,0,0,0,0,0,LOW
103.189.235.176,3,0,2,1,0,0,0,0,0,0,LOW
103.189.235.30,57,27,30,15,0,0,0,0,12,41,CRITICAL
103.189.235.93,3,0,2,1,0,0,0,0,0,0,LOW
103.190.214.241,3,0,2,1,0,0,0,0,0,0,LOW
103.190.7.203,12,0,8,4,0,0,0,0,6,21,HIGH
103.190.91.99,1,1,0,0,0,0,0,0,1,3,LOW
103.191.14.210,43,26,16,8,0,0,0,0,10,34,HIGH
103.191.92.236,6,2,4,2,0,0,0,0,4,14,MEDIUM
103.193.176.131,57,25,32,16,0,0,0,0,12,41,CRITICAL
103.193.178.240,3,1,2,1,0,0,0,0,1,3,LOW
103.194.243.196,6,2,4,2,0,0,0,0,4,14,MEDIUM
103.195.236.96,7,0,0,0,0,0,0,0,1,3,LOW
103.195.239.8,3,0,2,1,0,0,0,0,0,0,LOW
103.196.132.13,3,0,2,1,0,0,0,0,0,0,LOW
103.199.16.90,3,0,2,1,0,0,0,0,0,0,LOW
103.199.19.57,1,0,0,0,0,0,0,0,0,0,LOW
103.20.223.56,5,0,0,0,0,0,0,0,0,0,LOW
103.20.96.21,2,0,0,0,0,0,0,0,0,0,LOW
103.200.25.198,58,25,32,16,0,0,0,0,12,41,CRITICAL
103.203.210.28,1,0,0,0,1,0,0,0,1,3,LOW
103.203.57.11,19,0,0,0,0,0,0,0,2,7,LOW
103.203.57.2,41,0,0,0,0,0,0,0,2,7,LOW
103.208.229.194,1,0,0,0,1,0,0,0,1,3,LOW
103.209.60.185,2,0,0,0,0,0,0,0,0,0,LOW
103.210.21.178,3,0,2,1,0,0,0,0,0,0,LOW
103.210.21.242,9,1,6,3,0,0,0,0,5,17,MEDIUM
103.210.22.17,9,0,6,3,0,0,1,0,6,21,HIGH
103.211.200.6,1,0,0,0,0,0,0,0,0,0,LOW
103.211.217.182,9,1,6,3,0,0,0,0,5,17,MEDIUM
103.211.218.124,3,0,2,1,0,0,0,0,0,0,LOW
103.211.59.6,6,0,4,2,0,0,0,0,2,7,LOW
103.213.111.135,3,1,2,1,0,0,0,0,1,3,LOW
103.214.112.253,3,0,2,1,0,0,0,0,0,0,LOW
103.214.5.133,1,0,0,0,0,0,0,0,0,0,LOW
103.215.80.173,3,0,2,1,0,0,0,0,0,0,LOW
103.217.144.161,3,0,2,1,0,0,0,0,0,0,LOW
103.217.145.104,49,25,24,12,0,0,0,0,11,38,CRITICAL
103.217.215.67,1,0,0,0,1,0,0,0,1,3,LOW
103.218.241.179,3,0,2,1,0,0,0,0,0,0,LOW
103.219.154.156,9,1,0,0,8,0,0,0,5,17,MEDIUM
103.220.91.130,12,0,0,0,11,0,0,0,4,14,MEDIUM
103.220.91.138,8,4,0,0,4,0,0,0,4,14,MEDIUM
103.225.15.98,1,0,0,0,1,0,0,0,1,3,LOW
103.226.139.207,57,26,30,15,0,0,0,0,12,41,CRITICAL
103.226.139.7,60,26,34,17,0,0,0,0,13,45,CRITICAL
103.228.69.212,3,0,2,1,0,0,0,0,0,0,LOW
103.229.125.106,53,25,28,14,0,0,0,0,12,41,CRITICAL
103.229.126.95,3,0,2,1,0,0,0,0,0,0,LOW
103.23.198.86,3,1,2,1,0,0,0,0,1,3,LOW
103.230.120.249,3,0,2,1,0,0,0,0,0,0,LOW
103.230.176.152,8,2,0,0,5,0,0,0,5,17,MEDIUM
103.231.14.54,57,26,28,14,0,0,0,0,12,41,CRITICAL
103.233.206.154,3,1,2,1,0,0,0,0,1,3,LOW
103.234.53.173,3,1,2,1,0,0,0,0,1,3,LOW
103.235.93.32,2,0,0,0,1,0,0,0,1,3,LOW
103.235.95.193,1,0,0,0,1,0,0,0,1,3,LOW
103.235.95.211,1,0,0,0,1,0,0,0,1,3,LOW
103.236.140.19,3,1,2,1,0,0,0,0,1,3,LOW
103.236.154.142,2,0,0,0,0,0,0,0,0,0,LOW
103.237.144.204,3,1,2,1,0,0,0,0,1,3,LOW
103.237.145.140,5,0,0,0,0,0,0,0,0,0,LOW
103.239.252.132,3,1,2,1,0,0,0,0,1,3,LOW
103.240.214.2,3,0,2,1,0,0,0,0,0,0,LOW
103.241.43.193,3,0,2,1,0,0,0,0,0,0,LOW
103.241.67.160,3,0,2,1,0,0,0,0,0,0,LOW
103.243.24.124,6,0,4,2,0,0,0,0,2,7,LOW
103.243.26.174,6,0,4,2,0,0,0,0,2,7,LOW
103.245.236.223,3,0,0,0,0,0,0,0,0,0,LOW
103.245.237.175,1,0,0,0,0,0,0,0,0,0,LOW
103.246.19.161,3,0,2,1,0,0,0,0,0,0,LOW
103.247.48.51,1,1,0,0,0,0,0,0,1,3,LOW
103.247.50.143,1,1,5,0,0,0,0,0,2,7,LOW
103.247.51.104,9,12,9,0,0,3,0,0,8,28,HIGH
103.248.120.6,21,0,14,7,0,0,0,0,7,24,HIGH
103.249.84.18,6,2,4,2,0,0,0,0,4,14,MEDIUM
103.249.84.242,15,0,10,5,0,0,0,0,6,21,HIGH
103.25.139.186,344,338,6,0,0,0,8,0,12,41,CRITICAL
103.25.47.94,15,0,10,5,0,0,0,0,6,21,HIGH
103.250.10.21,3,0,2,1,0,0,0,0,0,0,LOW
103.250.11.116,9,0,6,3,0,0,0,0,4,14,MEDIUM
103.250.11.156,12,0,8,4,0,0,0,0,6,21,HIGH
103.250.11.80,3,0,2,1,0,0,0,0,0,0,LOW
103.250.149.148,5,1,0,0,3,0,0,0,2,7,LOW
103.250.160.76,7,2,0,0,5,0,0,0,5,17,MEDIUM
103.251.143.14,9,0,0,0,9,0,0,0,4,14,MEDIUM
103.251.31.26,4,0,0,0,4,0,0,0,1,3,LOW
103.253.11.170,6,0,4,2,0,0,0,0,2,7,LOW
103.253.21.81,1,0,0,0,0,0,0,0,0,0,LOW
103.254.33.62,3,0,2,1,0,0,0,0,0,0,LOW
103.26.136.173,6,0,4,2,0,0,0,0,2,7,LOW
103.26.141.32,3,0,2,1,0,0,0,0,0,0,LOW
103.27.238.101,4,0,0,0,0,0,0,0,0,0,LOW
