ip,commands,unique,severity,intensity,diversity,total
80.94.92.234,124,5,0.49954405901722276,3.494344416274732,1.8597186998521975,5.853607175144152
172.203.253.165,35,11,0.6692230601154796,2.5934622467605517,2.5791560995565916,5.841841406432623
45.148.10.183,590,1,0.5,4.618644184993529,0.7194373997043944,5.838081584697923
14.103.117.81,26,14,0.6283406138452683,2.3852611442166465,2.8107632110341454,5.82436496909606
80.94.92.184,530,1,0.5,4.54116712900894,0.7194373997043944,5.760604528713334
187.210.77.100,23,14,0.6283406138452683,2.300019273996397,2.8107632110341454,5.739123098875811
89.40.31.15,282,2,0.49999999657836447,4.085719552925572,1.1402813001478027,5.726000849651739
103.105.67.170,13431,1,0.0,5,0.7194373997043944,5.719437399704394
185.242.3.195,2165,1,0.0,5,0.7194373997043944,5.719437399704394
209.141.51.29,8850,1,0.0,5,0.7194373997043944,5.719437399704394
134.199.151.172,267,2,0.49999999069903034,4.046305853299531,1.1402813001478027,5.686587144146364
91.92.243.116,267,2,0.49999999069903034,4.046305853299531,1.1402813001478027,5.686587144146364
222.222.168.9,21,14,0.6283406138452683,2.237047450730834,2.8107632110341454,5.6761512756102475
85.87.1.47,21,14,0.6283406138452683,2.237047450730834,2.8107632110341454,5.6761512756102475
89.116.31.97,24,14,0.5331780318812278,2.329562944183154,2.8107632110341454,5.673504187098527
218.255.103.194,24,14,0.5331780318812278,2.329562944183154,2.8107632110341454,5.673504187098527
91.92.40.237,96,5,0.49663102650045726,3.3108071748327546,1.8597186998521975,5.667156901185409
2.57.122.209,170,3,0.49998141484065795,3.7211217656015068,1.4388747994087887,5.659977979850954
92.118.39.71,92,5,0.49663102650045726,3.280330275090844,1.8597186998521975,5.636680001443499
94.182.134.144,439,1,0.5,4.405117073438531,0.7194373997043944,5.624554473142926
8.154.0.104,22,14,0.5331780318812278,2.269218054544941,2.8107632110341454,5.613159297460314
189.46.1.73,22,14,0.5331780318812278,2.269218054544941,2.8107632110341454,5.613159297460314
14.103.118.113,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
123.231.115.91,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
14.103.118.198,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
14.103.123.166,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
49.228.244.133,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
114.217.34.117,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
8.154.4.151,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
212.227.125.15,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
185.40.30.168,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
201.209.147.143,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
89.108.66.217,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
103.49.188.186,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
206.167.33.157,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
89.223.38.250,19,14,0.6283406138452683,2.168069622707698,2.8107632110341454,5.607173447587112
129.159.149.21,36,8,0.7076678763230828,2.613291416461397,2.280562600295606,5.601521893080086
200.71.154.142,36,8,0.7076678763230828,2.613291416461397,2.280562600295606,5.601521893080086
60.167.178.5,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
182.61.148.217,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
8.154.2.19,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
14.103.91.55,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
181.45.177.46,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
188.92.241.148,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
179.0.72.198,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
14.103.115.115,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
101.36.110.164,20,14,0.5331780318812278,2.203380012009334,2.8107632110341454,5.547321254924707
83.168.110.85,381,1,0.5,4.3028163529606935,0.7194373997043944,5.522253752665088
85.208.108.56,381,1,0.5,4.3028163529606935,0.7194373997043944,5.522253752665088
159.223.115.49,381,1,0.5,4.3028163529606935,0.7194373997043944,5.522253752665088
43.99.62.208,381,1,0.5,4.3028163529606935,0.7194373997043944,5.522253752665088
47.83.133.3,381,1,0.5,4.3028163529606935,0.7194373997043944,5.522253752665088
