ip,commands,unique,severity,intensity,diversity,total
212.34.110.108,6,3,0.18126924692201818,1.4082929639371187,1.4388747994087887,3.0284370102679254
222.222.163.203,23,1,0.0,2.300019273996397,0.7194373997043944,3.019456673700791
68.178.206.62,23,1,0.0,2.300019273996397,0.7194373997043944,3.019456673700791
162.214.5.224,23,1,0.0,2.300019273996397,0.7194373997043944,3.019456673700791
45.148.10.239,23,1,0.0,2.300019273996397,0.7194373997043944,3.019456673700791
152.32.154.31,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
139.59.112.10,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
190.0.63.226,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
172.245.12.182,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
172.235.213.36,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
43.157.151.226,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
91.208.73.57,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
4.211.84.189,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
185.253.75.210,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
125.22.105.67,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
103.158.29.100,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
162.144.58.21,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
162.240.20.137,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
162.144.88.94,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
162.254.35.142,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
66.29.155.30,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
199.192.25.149,22,1,0.0,2.269218054544941,0.7194373997043944,2.9886554542493355
177.36.200.182,6,3,0.12959088965914106,1.4082929639371187,1.4388747994087887,2.9767586530050485
101.99.6.166,6,3,0.12959088965914106,1.4082929639371187,1.4388747994087887,2.9767586530050485
162.144.232.227,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
66.29.142.197,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
162.240.35.200,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
192.163.244.125,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
162.215.213.210,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
162.214.159.200,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
192.169.249.148,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
198.1.75.59,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
198.57.219.18,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
162.144.105.39,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
173.236.141.65,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
162.240.75.182,21,1,0.0,2.237047450730834,0.7194373997043944,2.9564848504352286
91.196.35.118,12,1,0.3494028940438989,1.856303660640108,0.7194373997043944,2.9251439543884015
51.158.234.191,12,1,0.3494028940438989,1.856303660640108,0.7194373997043944,2.9251439543884015
188.166.210.196,12,1,0.3494028940438989,1.856303660640108,0.7194373997043944,2.9251439543884015
159.223.94.92,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
123.58.219.3,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
194.164.59.59,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
186.219.184.142,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
194.233.84.41,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
35.187.231.181,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
208.109.189.255,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
202.61.233.105,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
69.163.177.254,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
50.6.173.74,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
162.241.132.172,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
162.144.249.8,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
162.241.47.135,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
99.252.20.159,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
69.163.176.54,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
162.241.33.238,20,1,0.0,2.203380012009334,0.7194373997043944,2.922817411713728
152.32.162.42,9,2,0.09516258196404048,1.6664255473996379,1.1402813001478027,2.901869429511481
103.247.50.143,5,3,0.16483997698218034,1.2967311233802759,1.4388747994087887,2.900445899771245
40.65.222.177,19,1,0.0,2.168069622707698,0.7194373997043944,2.887507022412092
192.169.202.129,19,1,0.0,2.168069622707698,0.7194373997043944,2.887507022412092
139.84.242.153,11,1,0.33356445815096025,1.798375198688336,0.7194373997043944,2.851377056543691
162.120.6.20,11,1,0.33356445815096025,1.798375198688336,0.7194373997043944,2.851377056543691
38.175.194.192,11,1,0.33356445815096025,1.798375198688336,0.7194373997043944,2.851377056543691
85.112.201.196,11,1,0.33356445815096025,1.798375198688336,0.7194373997043944,2.851377056543691
182.18.161.165,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
101.36.108.125,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
154.236.187.90,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
109.172.55.48,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
172.83.83.216,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
163.7.3.26,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
157.245.123.211,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
5.135.138.219,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
162.240.151.73,18,1,0.0,2.1309476694570755,0.7194373997043944,2.8503850691614696
111.223.188.134,6,3,0.0,1.4082929639371187,1.4388747994087887,2.847167763345907
27.74.248.52,6,3,0.0,1.4082929639371187,1.4388747994087887,2.847167763345907
172.237.19.78,4,3,0.2333784964070698,1.164781472091577,1.4388747994087887,2.8370347679074355
162.144.145.115,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
203.161.53.170,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
162.241.235.142,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
142.4.12.164,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
135.148.168.213,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
77.237.244.154,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
162.144.195.114,17,1,0.0,2.0918181714524913,0.7194373997043944,2.8112555711568854
36.110.172.218,9,2,0.0,1.6664255473996379,1.1402813001478027,2.8067068475474404
108.179.225.94,9,2,0.0,1.6664255473996379,1.1402813001478027,2.8067068475474404
36.89.252.58,4,3,0.1771721806411613,1.164781472091577,1.4388747994087887,2.780828452141527
103.25.139.186,6,2,0.2255941819529868,1.4082929639371187,1.1402813001478027,2.7741684460379084
159.223.137.144,10,1,0.31606027941427883,1.7354033754227738,0.7194373997043944,2.770901054541447
136.117.225.68,10,1,0.31606027941427883,1.7354033754227738,0.7194373997043944,2.770901054541447
147.45.196.166,10,1,0.31606027941427883,1.7354033754227738,0.7194373997043944,2.770901054541447
34.124.208.70,10,1,0.31606027941427883,1.7354033754227738,0.7194373997043944,2.770901054541447
103.191.14.210,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
186.10.86.130,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
80.158.109.51,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
103.248.120.6,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
208.109.38.65,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
92.205.108.122,16,1,0.0,2.050451517355084,0.7194373997043944,2.769888917059478
191.101.33.225,15,1,0.0,2.0065763012322417,0.7194373997043944,2.726013700936636
161.97.75.11,15,1,0.0,2.0065763012322417,0.7194373997043944,2.726013700936636
182.8.193.136,4,3,0.09063462346100909,1.164781472091577,1.4388747994087887,2.694290894961375
103.154.77.48,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
98.70.48.241,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
201.17.133.138,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
20.244.18.126,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
35.188.112.111,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
103.63.108.25,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
82.221.139.13,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
152.32.131.77,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
203.90.110.186,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
45.119.212.99,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
43.243.142.42,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
172.104.59.166,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
202.188.47.41,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
185.239.84.249,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
61.76.136.25,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
209.99.190.113,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
132.148.26.66,14,1,0.0,1.9598685201637924,0.7194373997043944,2.679305919868187
20.163.32.226,3,3,0.19032516392808096,1.0032881506161209,1.4388747994087887,2.6324881139529905
35.204.174.69,13,1,0.0,1.9099370392451793,0.7194373997043944,2.629374438949574
171.22.133.104,8,1,0.2753355179413892,1.5901740961444308,0.7194373997043944,2.5849470137902144
103.146.158.57,8,1,0.2753355179413892,1.5901740961444308,0.7194373997043944,2.5849470137902144
168.144.40.190,3,3,0.13821591444302933,1.0032881506161209,1.4388747994087887,2.5803788644679386
160.30.112.64,3,3,0.13821591444302933,1.0032881506161209,1.4388747994087887,2.5803788644679386
80.102.218.187,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
186.68.83.105,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
130.250.191.199,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
101.36.117.234,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
5.181.87.33,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
122.166.49.42,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
132.145.213.106,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
51.195.138.37,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
172.172.196.177,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
62.54.176.203,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
195.199.210.194,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
114.10.47.235,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
89.163.231.217,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
94.237.40.60,12,1,0.0,1.856303660640108,0.7194373997043944,2.5757410603445026
35.189.174.222,3,3,0.12959088965914106,1.0032881506161209,1.4388747994087887,2.5717538396840505
101.126.54.95,6,2,0.0,1.4082929639371187,1.1402813001478027,2.5485742640849214
31.56.209.39,6,2,0.0,1.4082929639371187,1.1402813001478027,2.5485742640849214
104.36.21.137,11,1,0.0,1.798375198688336,0.7194373997043944,2.51781259839273
67.220.64.66,11,1,0.0,1.798375198688336,0.7194373997043944,2.51781259839273
217.76.154.242,11,1,0.0,1.798375198688336,0.7194373997043944,2.51781259839273
34.146.210.249,3,3,0.04758129098202024,1.0032881506161209,1.4388747994087887,2.48974424100693
77.7.88.87,4,2,0.18126924692201818,1.164781472091577,1.1402813001478027,2.486332019161398
64.92.6.70,4,2,0.18126924692201818,1.164781472091577,1.1402813001478027,2.486332019161398
177.253.168.2,4,2,0.18126924692201818,1.164781472091577,1.1402813001478027,2.486332019161398
142.93.139.168,7,1,0.25170734810429524,1.5049322259241809,0.7194373997043944,2.4760769737328703
62.133.63.206,7,1,0.25170734810429524,1.5049322259241809,0.7194373997043944,2.4760769737328703
82.200.235.138,7,1,0.25170734810429524,1.5049322259241809,0.7194373997043944,2.4760769737328703
103.123.53.88,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
69.6.221.248,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
67.52.95.38,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
190.129.122.185,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
50.225.176.238,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
34.95.197.36,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
34.123.134.194,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
14.63.196.175,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
81.30.162.19,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
23.249.28.115,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
41.33.91.226,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
152.52.15.213,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
101.36.111.119,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.105.176.70,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
165.154.5.249,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
113.161.39.122,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
119.2.41.106,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
211.228.218.47,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
124.225.66.97,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
137.184.228.138,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
197.199.224.52,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
34.91.0.68,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
194.107.115.65,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
165.154.255.63,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
5.182.83.231,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
102.210.149.105,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
222.110.147.58,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
34.135.200.178,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
101.47.158.56,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
27.111.32.174,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
14.225.3.79,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
122.165.124.15,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
101.47.8.188,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
111.238.174.6,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
125.21.53.232,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.249.84.242,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
197.248.8.33,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
221.161.235.168,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
223.17.5.126,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
51.75.64.35,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
76.127.61.251,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.25.47.94,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
197.227.8.186,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
89.190.156.21,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.158.40.65,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.147.159.91,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
102.88.137.145,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
96.78.175.36,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
213.230.127.104,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
103.189.234.85,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
222.232.176.7,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
43.156.212.86,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
162.241.192.24,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
96.125.170.85,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
178.18.253.157,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
193.110.157.47,10,1,0.0,1.7354033754227738,0.7194373997043944,2.454840775127168
120.52.12.202,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
108.179.210.241,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.241.181.42,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.241.181.136,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
108.179.210.112,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.144.134.246,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
198.57.225.163,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.240.179.173,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.144.61.114,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
142.44.149.52,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.241.180.228,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
108.179.220.142,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
209.159.154.66,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
162.241.128.145,9,1,0.0,1.6664255473996379,0.7194373997043944,2.385862947104032
68.183.8.104,6,1,0.2255941819529868,1.4082929639371187,0.7194373997043944,2.3533245455945
160.119.71.11,6,1,0.2255941819529868,1.4082929639371187,0.7194373997043944,2.3533245455945
152.32.218.149,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
221.156.126.1,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
222.110.147.56,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
187.16.96.250,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
49.247.37.22,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
185.225.41.192,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
211.253.9.49,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
156.245.246.50,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
69.74.29.21,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
207.249.96.38,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
23.91.97.213,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
34.93.128.179,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
203.205.37.233,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
109.91.4.177,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
209.141.41.212,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.133.148.170,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
135.237.122.43,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
211.20.14.156,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
115.68.208.117,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
201.184.50.251,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
199.195.254.215,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
199.231.163.19,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
118.194.234.8,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
182.43.235.75,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.156.230.201,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
58.69.56.44,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
45.232.73.84,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.132.227.251,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
170.80.65.140,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
118.35.127.66,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
200.89.178.151,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
171.25.158.57,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.165.185.71,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
147.50.103.212,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.157.98.118,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
172.200.228.35,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
217.154.106.153,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
165.154.229.58,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
125.91.33.72,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
186.13.24.118,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
14.103.122.90,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
60.199.224.2,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
14.103.127.231,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
165.154.6.104,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
104.244.74.84,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
20.116.34.103,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
39.171.240.69,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
38.137.11.14,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
197.248.34.233,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
20.12.41.6,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
154.83.196.237,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
220.118.173.234,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
125.21.59.218,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
152.32.129.17,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
186.248.197.77,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
79.55.224.44,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
211.251.245.88,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
165.154.5.3,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
186.248.195.11,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
156.227.232.198,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
103.210.22.17,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
220.119.37.141,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
171.25.158.24,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
91.92.199.36,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
38.253.239.21,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
14.103.127.82,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
201.71.192.108,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
213.169.44.220,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
72.253.251.3,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
42.200.66.164,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
104.208.108.166,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
209.99.189.174,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
31.59.89.180,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
165.154.205.128,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.159.177.40,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
201.149.53.243,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
222.98.122.37,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
74.87.117.149,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
103.250.11.156,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
103.129.221.202,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
14.224.213.222,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
102.140.97.134,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
200.105.172.184,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
103.190.7.203,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
178.27.90.142,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
14.103.111.16,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
165.154.6.86,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.166.245.172,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
85.240.193.104,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
78.83.249.54,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
164.164.197.148,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
79.116.23.158,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
210.114.22.126,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
217.154.42.110,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
43.128.120.247,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
54.38.157.20,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
114.34.106.146,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
41.186.188.100,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
188.69.225.188,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
162.241.128.131,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
162.144.111.188,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
162.144.237.58,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
192.163.242.120,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
162.144.35.244,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
162.241.177.151,8,1,0.0,1.5901740961444308,0.7194373997043944,2.3096114958488254
