ip,commands,unique,severity_old,severity_new,intensity,diversity,total_old,total_new,risk_level_old,risk_level_new,persistence_backdoor_hits,dropper_execution_hits,successful_logins,commands_per_login,activity_span_minutes,max_commands_5s,max_commands_1min,burst_10plus_5s,temporal_level,mitigation_decision_old,mitigation_decision_new
70.54.182.130,112,15,2.7084,4.5559,2.7051,2.354,7.7675,9.615,HIGH,HIGH,27,0,27,4.148148148148148,113234.65206846395,9,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
88.210.14.13,120,14,2.8029,4.5648,2.7285,2.0,7.5314,9.2933,HIGH,HIGH,19,0,12,10.0,48.10601001580556,8,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
94.183.186.131,85,15,2.53,4.2351,2.617,2.354,7.5009,9.2061,HIGH,HIGH,15,0,10,8.5,121.69934701522192,3,17,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
118.196.114.236,82,15,2.53,4.1823,2.6062,2.354,7.4901,9.1425,HIGH,HIGH,12,0,8,10.25,18.998648615678153,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
120.48.11.36,77,15,2.4768,4.148,2.5876,2.354,7.4184,9.0896,HIGH,HIGH,13,0,11,7.0,6.7490195512771605,5,21,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.91.169.93,75,14,2.541,4.3697,2.58,2.0,7.121,8.9497,HIGH,HIGH,25,0,21,3.5714285714285716,47.9131853501002,7,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
5.129.252.199,361,12,1.8744,1.8744,3.1621,1.8917,6.9283,6.9283,MEDIUM,MEDIUM,0,0,361,1.0,14592.964582049846,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
138.99.80.102,75,14,2.1964,4.1964,2.58,2.0,6.7764,8.7764,MEDIUM,HIGH,59,0,60,1.25,56653.44829338392,4,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
183.110.116.87,59,14,2.1964,4.1589,2.5144,2.0,6.7109,8.6733,MEDIUM,HIGH,43,0,42,1.4047619047619047,2221.335872133573,8,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
187.85.187.100,39,14,2.1964,4.0047,1.9456,2.0,6.142,7.9503,MEDIUM,HIGH,23,0,21,1.8571428571428572,4948.887963600953,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
217.60.39.166,39,14,2.1964,4.0047,1.9456,2.0,6.142,7.9503,MEDIUM,HIGH,23,0,23,1.6956521739130435,11959.201816534996,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
172.203.134.70,39,14,2.1964,4.0615,1.9456,2.0,6.142,8.0071,MEDIUM,HIGH,29,0,22,1.7727272727272727,3551.602936220169,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.209,61,12,1.4949,1.4949,2.5231,1.8917,5.9097,5.9097,MEDIUM,MEDIUM,0,0,61,1.0,15143.260513599713,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
203.189.188.153,36,8,2.3724,2.3724,1.8318,1.6135,5.8177,5.8177,MEDIUM,MEDIUM,0,0,21,1.7142857142857142,144.75711416403453,2,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
103.68.68.121,103,5,1.7905,1.7905,2.6774,1.3068,5.7747,5.7747,MEDIUM,MEDIUM,0,0,17,6.0588235294117645,27708.267994201182,9,35,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.117.81,26,14,2.1964,3.8063,1.4648,2.0,5.6612,7.2711,MEDIUM,HIGH,10,0,11,2.3636363636363638,20159.254015382132,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
187.210.77.100,23,14,2.1964,3.7253,1.4078,2.0,5.6042,7.1331,MEDIUM,HIGH,7,0,5,4.6,8905.333174796899,4,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
222.222.168.9,21,14,2.1964,3.6521,1.3667,2.0,5.5631,7.0188,MEDIUM,HIGH,5,0,4,5.25,24845.73270068566,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.118.113,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.7915892004966736,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.118.198,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.6615274508794149,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.123.166,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.6473997354507446,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
114.217.34.117,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.9244037350018819,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
8.154.4.151,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.3300573666890462,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
212.227.125.15,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.7520197470982869,6,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
185.40.30.168,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.6728529493014018,8,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
201.209.147.143,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.9816301504770915,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
89.108.66.217,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.6591843843460083,9,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
206.167.33.157,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.7212111671765645,7,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
89.223.38.250,19,14,2.1964,3.549,1.3226,2.0,5.519,6.8716,MEDIUM,MEDIUM,3,0,1,19.0,0.20342569748560588,9,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
192.109.200.78,13076,1,0.5,0.5,4.986,0.0,5.486,5.486,MEDIUM,MEDIUM,0,0,13076,1.0,72455.9600644509,6,22,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.117.77,18,13,2.1822,3.5348,1.2994,1.9478,5.4294,6.782,MEDIUM,MEDIUM,3,0,1,18.0,0.9087180177370707,3,18,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.149,11580,1,0.5,0.5,4.9225,0.0,5.4225,5.4225,MEDIUM,MEDIUM,0,0,11580,1.0,1126.9077842990557,2,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.7,481,5,0.5,0.5,3.2892,1.3068,5.0959,5.0959,MEDIUM,MEDIUM,0,0,132,3.643939393939394,5014.336531281471,5,7,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
89.116.31.97,24,14,1.6083,3.1372,1.4274,2.0,5.0357,6.5645,MEDIUM,MEDIUM,7,0,7,3.4285714285714284,82513.7417909185,8,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
8.154.0.104,22,14,1.6083,3.064,1.3876,2.0,4.9959,6.4516,MEDIUM,MEDIUM,5,0,3,7.333333333333333,27110.442778396606,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
189.46.1.73,22,14,1.6083,3.064,1.3876,2.0,4.9959,6.4516,MEDIUM,MEDIUM,5,0,3,7.333333333333333,12.611697216828665,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.5,384,5,0.5,0.5,3.1891,1.3068,4.9958,4.9958,MEDIUM,MEDIUM,0,0,90,4.266666666666667,18719.014546883107,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.6,368,5,0.5,0.5,3.1705,1.3068,4.9772,4.9772,MEDIUM,MEDIUM,0,0,81,4.54320987654321,17770.50453379949,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
193.32.162.84,357,5,0.5,0.5,3.1573,1.3068,4.964,4.964,MEDIUM,MEDIUM,0,0,86,4.151162790697675,8510.826956482728,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
60.167.178.5,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.7258338650067647,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
182.61.148.217,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.7341945330301921,5,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
8.154.2.19,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.3598602016766866,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.91.55,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,1.0373881657918294,5,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
181.45.177.46,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.32669371366500854,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
188.92.241.148,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.6804918845494589,5,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
179.0.72.198,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,0.33047853310902914,7,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
14.103.115.115,20,14,1.6083,2.9609,1.345,2.0,4.9533,6.3059,MEDIUM,MEDIUM,3,0,1,20.0,1.2589035153388977,5,18,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.204,4414,1,0.5,0.5,4.4185,0.0,4.9185,4.9185,MEDIUM,MEDIUM,0,0,4414,1.0,76383.31008305152,2,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.132.17,4338,1,0.5,0.5,4.4095,0.0,4.9095,4.9095,MEDIUM,MEDIUM,0,0,4338,1.0,47761.25967188279,3,21,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
159.65.82.169,1284,2,0.5,0.5,3.7733,0.585,4.8583,4.8583,MEDIUM,MEDIUM,0,0,428,3.0,182.7828277508418,6,18,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.253,3691,1,0.5,0.5,4.3251,0.0,4.8251,4.8251,MEDIUM,MEDIUM,0,0,3691,1.0,69292.11658420165,2,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.132.24,3615,1,0.5,0.5,4.3142,0.0,4.8142,4.8142,MEDIUM,MEDIUM,0,0,3615,1.0,72656.38987480005,2,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.132.129,3500,1,0.5,0.5,4.2973,0.0,4.7973,4.7973,MEDIUM,MEDIUM,0,0,3500,1.0,47666.56570988496,3,21,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.8,476,3,0.5,0.5,3.2845,1.0,4.7845,4.7845,MEDIUM,MEDIUM,0,0,148,3.2162162162162162,6762.073897882303,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
209.141.51.29,8850,1,0.0,0.0,4.782,0.0,4.782,4.782,MEDIUM,MEDIUM,0,0,8848,1.0,247.2126487493515,4,38,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.71,2967,1,0.5,0.5,4.211,0.0,4.711,4.711,MEDIUM,MEDIUM,0,0,2967,1.0,70613.85703461568,2,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.112,2930,1,0.5,0.5,4.2044,0.0,4.7044,4.7044,MEDIUM,MEDIUM,0,0,2930,1.0,67882.52799311877,2,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.132.254,2740,1,0.5,0.5,4.1694,0.0,4.6694,4.6694,MEDIUM,MEDIUM,0,0,2740,1.0,18974.907226947944,2,17,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
134.199.164.144,888,2,0.5,0.5,3.5806,0.585,4.6656,4.6656,MEDIUM,MEDIUM,0,0,296,3.0,170.20502539873124,6,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.186,2320,1,0.5,0.5,4.0825,0.0,4.5825,4.5825,MEDIUM,MEDIUM,0,0,2320,1.0,29042.725997400285,2,14,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.233,276,3,0.5,0.5,3.0476,1.0,4.5476,4.5476,MEDIUM,MEDIUM,0,0,69,4.0,97.04591645002365,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
80.94.92.234,124,5,0.5,0.5,2.7398,1.3068,4.5466,4.5466,MEDIUM,MEDIUM,0,0,27,4.592592592592593,6557.78448340098,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.99,2054,1,0.5,0.5,4.0188,0.0,4.5188,4.5188,MEDIUM,MEDIUM,0,0,2054,1.0,14378.733332900207,5,21,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.237,96,5,0.5,0.5,2.6548,1.3068,4.4615,4.4615,MEDIUM,MEDIUM,0,0,23,4.173913043478261,3713.369424831867,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
172.203.253.165,35,11,0.8302,0.8302,1.7926,1.8312,4.454,4.454,MEDIUM,MEDIUM,0,0,35,1.0,333.4747251987457,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
92.118.39.71,92,5,0.5,0.5,2.6414,1.3068,4.4481,4.4481,MEDIUM,MEDIUM,0,0,21,4.380952380952381,7353.5217430671055,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
106.13.180.139,13,10,1.5144,2.867,1.1677,1.7653,4.4475,5.8,MEDIUM,MEDIUM,3,0,1,13.0,1.089305337270101,5,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.216,1652,1,0.5,0.5,3.905,0.0,4.405,4.405,MEDIUM,MEDIUM,0,0,1652,1.0,27398.654313735165,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
43.252.15.100,46,6,0.7603,0.7603,2.1925,1.4234,4.3762,4.3762,MEDIUM,MEDIUM,0,0,9,5.111111111111111,113.53608441352844,5,7,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
192.109.200.220,1559,1,0.5,0.5,3.8747,0.0,4.3747,4.3747,MEDIUM,MEDIUM,0,0,1559,1.0,2860.77004506588,2,15,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.132.149,1555,1,0.5,0.5,3.8734,0.0,4.3734,4.3734,MEDIUM,MEDIUM,0,0,1555,1.0,13231.420869648457,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.217,1522,1,0.5,0.5,3.8622,0.0,4.3622,4.3622,MEDIUM,MEDIUM,0,0,1522,1.0,7976.685389931997,2,17,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.34,1521,1,0.5,0.5,3.8618,0.0,4.3618,4.3618,MEDIUM,MEDIUM,0,0,1521,1.0,22362.52830691735,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
2.57.122.209,170,3,0.5,0.5,2.8542,1.0,4.3542,4.3542,MEDIUM,MEDIUM,0,0,34,5.0,69.4163095831871,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.254,1446,1,0.5,0.5,3.8354,0.0,4.3354,4.3354,MEDIUM,MEDIUM,0,0,1446,1.0,71369.0468372504,2,20,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.61,1421,1,0.5,0.5,3.8263,0.0,4.3263,4.3263,MEDIUM,MEDIUM,0,0,1422,0.9992967651195499,9113.868184999625,2,11,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.181,1413,1,0.5,0.5,3.8234,0.0,4.3234,4.3234,MEDIUM,MEDIUM,0,0,1414,0.9992927864214993,19529.581741853555,2,14,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
195.178.110.227,59,5,0.5,0.5,2.5144,1.3068,4.3212,4.3212,MEDIUM,MEDIUM,0,0,13,4.538461538461538,4202.362976849079,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
68.183.237.35,420,2,0.5,0.5,3.2286,0.585,4.3136,4.3136,MEDIUM,MEDIUM,0,0,140,3.0,264.2313070853551,3,6,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.103,1370,1,0.5,0.5,3.8072,0.0,4.3072,4.3072,MEDIUM,MEDIUM,0,0,1370,1.0,19212.920530418556,2,15,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
192.109.200.237,1370,1,0.5,0.5,3.8072,0.0,4.3072,4.3072,MEDIUM,MEDIUM,0,0,1370,1.0,5724.179128519694,2,19,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
155.103.69.40,1353,1,0.5,0.5,3.8007,0.0,4.3007,4.3007,MEDIUM,MEDIUM,0,0,1354,0.9992614475627769,2582.2697770317395,8,26,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
2.57.122.208,1329,1,0.5,0.5,3.7913,0.0,4.2913,4.2913,MEDIUM,MEDIUM,0,0,1329,1.0,81056.90858834982,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.249,1316,1,0.5,0.5,3.7862,0.0,4.2862,4.2862,MEDIUM,MEDIUM,0,0,1316,1.0,1263.9870010137558,2,14,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
129.159.149.21,36,8,0.8333,0.8333,1.8318,1.6135,4.2786,4.2786,MEDIUM,MEDIUM,0,0,4,9.0,13484.741811664899,8,9,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
200.71.154.142,36,8,0.8333,0.8333,1.8318,1.6135,4.2786,4.2786,MEDIUM,MEDIUM,0,0,4,9.0,0.7669944842656453,7,36,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
85.11.167.46,15,9,1.3343,1.3343,1.2238,1.6932,4.2513,4.2513,MEDIUM,MEDIUM,0,0,15,1.0,1022.6495294014613,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.10,118,3,0.5,0.5,2.7228,1.0,4.2228,4.2228,MEDIUM,MEDIUM,0,0,30,3.933333333333333,7497.560065448284,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
80.94.92.186,1064,1,0.5,0.5,3.6751,0.0,4.1751,4.1751,MEDIUM,MEDIUM,0,0,1099,0.9681528662420382,124812.31746893327,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.133,1010,1,0.5,0.5,3.6479,0.0,4.1479,4.1479,MEDIUM,MEDIUM,0,0,1010,1.0,6920.479876132807,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
185.71.233.73,36,3,1.3117,1.3117,1.8318,1.0,4.1434,4.1434,MEDIUM,MEDIUM,0,0,18,2.0,6876.993124934038,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
89.40.31.15,282,2,0.5,0.5,3.0566,0.585,4.1415,4.1415,MEDIUM,MEDIUM,0,0,94,3.0,93.69097460110983,3,6,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.13,92,3,0.5,0.5,2.6414,1.0,4.1414,4.1414,MEDIUM,MEDIUM,0,0,23,4.0,7145.361109717687,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
195.178.110.232,90,3,0.5,0.5,2.6345,1.0,4.1345,4.1345,MEDIUM,MEDIUM,0,0,18,5.0,27.823285782337187,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.12,88,3,0.492,0.492,2.6276,1.0,4.1196,4.1196,MEDIUM,MEDIUM,0,0,22,4.0,37.06511688232422,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
134.199.151.172,267,2,0.5,0.5,3.0337,0.585,4.1187,4.1187,MEDIUM,MEDIUM,0,0,89,3.0,177.36059511899947,3,6,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.243.116,267,2,0.5,0.5,3.0337,0.585,4.1187,4.1187,MEDIUM,MEDIUM,0,0,89,3.0,9126.733969032764,3,3,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.105,925,1,0.5,0.5,3.602,0.0,4.102,4.102,MEDIUM,MEDIUM,0,0,925,1.0,5458.939780433972,2,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
20.61.127.54,11,9,1.2977,1.2977,1.106,1.6932,4.0969,4.0969,MEDIUM,MEDIUM,0,0,1,11.0,0.11975241899490356,8,11,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
2.57.122.238,903,1,0.5,0.5,3.5894,0.0,4.0894,4.0894,MEDIUM,MEDIUM,0,0,903,1.0,131588.25339039962,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.11,76,3,0.5,0.5,2.5838,1.0,4.0838,4.0838,MEDIUM,MEDIUM,0,0,19,4.0,3075.8619351824123,4,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
185.242.3.195,2165,1,0.0,0.0,4.0463,0.0,4.0463,4.0463,MEDIUM,MEDIUM,0,0,2165,1.0,24105.929855934777,1,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
193.32.162.145,822,1,0.5,0.5,3.5403,0.0,4.0403,4.0403,MEDIUM,MEDIUM,0,0,822,1.0,82611.42592266401,1,1,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
172.183.135.148,26,10,0.7989,0.7989,1.4648,1.7653,4.029,4.029,MEDIUM,MEDIUM,0,0,25,1.04,316.1593112667402,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
2.57.122.96,791,1,0.5,0.5,3.5202,0.0,4.0202,4.0202,MEDIUM,MEDIUM,0,0,792,0.9987373737373737,44301.283832919595,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.7,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,98.83432193199793,2,10,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.147,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,83.20816051562628,2,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.222,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,97.80174776713054,1,10,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.239,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,86.56904198328654,2,12,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.144,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,75.5683926820755,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.218,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,98.0209909160932,1,10,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.153.34.114,761,1,0.5,0.5,3.5,0.0,4.0,4.0,MEDIUM,MEDIUM,0,0,761,1.0,70.31782863140106,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
45.156.87.166,760,1,0.5,0.5,3.4994,0.0,3.9994,3.9994,LOW,LOW,0,0,760,1.0,73.7937709013621,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.40.231,198,2,0.5,0.5,2.913,0.585,3.9979,3.9979,LOW,LOW,0,0,66,3.0,287.5174580812454,3,3,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.10,756,1,0.5,0.5,3.4969,0.0,3.9969,3.9969,LOW,LOW,0,0,756,1.0,66.51543269952138,2,14,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
176.65.139.211,756,1,0.5,0.5,3.4969,0.0,3.9969,3.9969,LOW,LOW,0,0,756,1.0,144.1545270482699,1,9,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
91.92.42.64,756,1,0.5,0.5,3.4969,0.0,3.9969,3.9969,LOW,LOW,0,0,756,1.0,83.14091978470485,2,13,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
195.178.110.228,55,3,0.5,0.5,2.4776,1.0,3.9776,3.9776,LOW,LOW,0,0,11,5.0,17.619439832369487,5,5,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
5.161.233.230,12,7,1.3075,1.3075,1.1376,1.5244,3.9695,3.9695,LOW,LOW,0,0,11,1.0909090909090908,534.8166018644969,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
167.99.148.102,12,3,1.8196,3.1722,1.1376,1.0,3.9572,5.3098,LOW,MEDIUM,3,0,23,0.5217391304347826,55582.66926276684,2,4,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
80.94.92.182,671,1,0.5,0.5,3.4414,0.0,3.9414,3.9414,LOW,LOW,0,0,684,0.9809941520467836,130594.8740470171,2,2,0,NORMAL,BASE_SCORE_REVIEW,BASE_SCORE_REVIEW
